,jobTitle,companyName,meanPay,payRange
159,Research Analyst/Data Manager - Hourly,The Palo Alto Medical Foundation,$40,$39 - $42
160,Business Data Analyst,Associated Regional and University Pathologists,"$73,966",$70K - $78K
161,Data Analyst - North American Upstream Research,Wood Mackenzie,"$72,979",$70K - $76K
162,Senior Data Analyst,Ingenico Group,"$94,905",$92K - $99K
163,Global Data Analyst,R.R. Donnelley,"$74,864",$72K - $77K
164,Senior Data Analyst,SSI Group,"$61,980",$60K - $64K
165,Associate Data Analyst,Deutsche Bank,"$97,600",$94K - $101K
166,Technical Data Analyst,Epsilon,"$66,047",$63K - $68K
167,Network Systems and Data Communication Analyst,Advance Electronic Instruments,"$78,268",$76K - $81K
168,Senior Data Migration Analyst,Aon,"$110,383",$106K - $114K
169,Senior Data Analyst,Sensata Technologies,"$88,210",$85K - $91K
170,Master Data Analyst,Deckers Brands,"$55,130",$52K - $57K
171,Senior Data Analyst,Ingersoll Rand,"$93,580",$90K - $98K
172,Senior Data Analyst,Navy Cyber Defense Operations Command,"$106,790",$102K - $111K
173,Systems and Data Analyst,Softova,"$69,529",$67K - $72K
174,Senior Technical Analyst - Data Modeler,Hasbro,"$101,756",$98K - $105K
175,Senior Business Data Analyst,Blue Cross and Blue Shield of Louisiana,"$92,620",$89K - $97K
176,Lead Data Analyst,Brooksource,"$93,066",$89K - $98K
177,Senior Data Analyst,ADARA,"$109,741",$105K - $115K
178,Research Data Analyst,Indiana University,"$53,564",$51K - $56K
179,Data Analyst Intern,Keane,"$62,871",$61K - $66K
180,Business Data Analyst,Saint Vincent Catholic Medical Centers,"$91,150",$87K - $95K
181,Data Warehouse Tester/Systems Analyst,"interimSoft, LLC","$66,594",$64K - $70K
182,Senior Data Warehouse Analyst,Kemper,"$80,397",$78K - $83K
183,Senior Data Analyst,Janus Capital,"$100,190",$96K - $103K
184,Data Security Analyst,CSC,"$80,689",$78K - $83K
185,Data Governance Analyst,GE Healthcare,"$77,444",$75K - $80K
186,Research Data Analyst - Hourly,UC San Francisco,$28,$27 - $30
187,Data Warehousing Programmer/Analyst,Alpha-Net Consulting Group,"$85,295",$81K - $89K
188,Business Data Analyst - Hourly,Microsoft,$26,$25 - $27
189,Data Analyst Software Engineer,Agora Games,"$70,302",$68K - $73K
190,Data Technology Analyst,Lazard Middle Market,"$76,399",$74K - $80K
191,Senior Data Analyst,Avectra,"$118,968",$115K - $125K
192,Data Center Senior Technical Analyst,Walgreens,"$86,623",$83K - $89K
193,Statistical Analyst/Data Modeler,Quicken Loans,"$76,036",$73K - $80K
194,Business Data Analyst,Advantage Technical Resourcing,"$76,174",$73K - $79K
195,Network and Data Communication Analyst,Virtue Group,"$58,276",$56K - $61K
196,Strategic Data Analyst,Convergent,"$82,463",$79K - $85K
197,Marketing Data Analyst,Stripe,"$79,892",$77K - $84K
198,Business Data Analyst,Genomic Health,"$124,981",$120K - $131K
199,Data Base Analyst - Monthly,Vanderbilt University Medical Center,"$3,656",$3K - $4K
200,Clinical Data Analyst,CluePoints,"$65,303",$63K - $68K
201,Data Quality Analyst - Hourly,Avita Health System,$27,$26 - $28
202,Senior Data Analyst,Chicago Public Schools,"$89,090",$85K - $93K
203,Energy and Data Analyst,Columbia University,"$62,558",$60K - $65K
204,Donor Data Analyst,Salvation Army,"$29,681",$28K - $31K
205,Network Systems and Data Communications Analyst,Aditi,"$74,132",$71K - $77K
206,Senior Master Data Analyst,WhiteWave,"$79,980",$77K - $83K
207,Sr. Data Analyst,Steelcase,"$76,414",$74K - $79K
208,Senior Data Analyst,Boyd Gaming,"$61,372",$59K - $63K
209,Senior Data Analyst,Saavn,"$121,773",$117K - $126K
210,Business Data Analyst - Hourly Intern,Adler Pelzer Group,$15,$15 - $16
211,Financial Data Analyst,iHeartMedia,"$79,892",$77K - $83K
212,Big Data Analyst,HP Inc.,"$74,674",$72K - $78K
213,Pricing/Data Analyst,Eventellect,"$52,406",$50K - $55K
214,Data Management Analyst,Insurance Services Office,"$86,391",$83K - $90K
215,Business Data Analyst,Symetra,"$79,101",$76K - $82K
216,Data Analyst Intern,Coleman Research,"$74,902",$71K - $79K
217,Junior Data Analyst,Onewire,"$45,263",$44K - $47K
218,Data Analyst I,UMB Financial Corporation,"$61,837",$59K - $64K
219,Senior Data Warehouse Analyst,Humana,"$87,917",$84K - $91K
220,Data Support Analyst,ICONMA,"$118,543",$113K - $123K
221,Senior Data Analyst,Bank of America Merchant Services,"$72,168",$70K - $75K
222,Senior Data Analyst,Honey,"$104,492",$100K - $109K
223,Mortgage Data Analyst - Hourly,Smith Hanley Associates,$57,$54 - $58
224,Data Quality Analyst,GT Nexus,"$85,544",$82K - $90K
225,Network Systems and Data Communications Analyst,SML Solutions,"$71,258",$68K - $74K
226,Senior Global Data Analyst - Hourly Contractor,Artech Information Systems,$40,$38 - $42
227,Business Data Analyst,Broadspire,"$90,692",$87K - $95K
228,Data Analyst III (Computer Analyst),AIM Healthcare Services Inc,"$55,139",$53K - $58K
229,Senior Business Data Analyst,SRA International,"$111,218",$107K - $116K
230,"Data Analyst, Junior",Booz Allen Hamilton,"$65,854",$63K - $69K
231,Client Data Analyst,Royall & Company,"$82,453",$79K - $86K
232,Data Reporting Analyst,CareerBuilder,"$69,399",$67K - $73K
233,Senior Data Analyst,University of Wisconsin-Madison,"$79,789",$77K - $83K
234,Technical Data Analyst,Synthio,"$61,728",$59K - $65K
235,Senior Clinical Data Analyst - Hourly,HCA Healthcare,$46,$44 - $47
236,Business Objects Developer/Data Analyst,Gurus Infotech,"$66,594",$64K - $69K
237,Data Analyst Intern,Blue Cross Blue Shield of Minnesota,"$69,555",$66K - $73K
238,Financial Data Analyst - Hourly,Joss Data,$34,$33 - $35
239,Data Analyst Manager,Comscore,"$99,263",$96K - $103K
240,Data Architect (Programmer Analyst III),Long Term Care Group,"$106,078",$103K - $110K
241,Junior Data Analyst,Electronic Systems,"$50,223",$48K - $52K
242,Data Science Analyst - Intern,Adobe,"$78,108",$75K - $81K
243,Data Operations Analyst,Oracle,"$69,233",$66K - $73K
244,Business Data Analyst,Nartal Systems,"$66,885",$64K - $69K
245,Data Communication Analyst (Web Developer),United Consulting,"$53,552",$51K - $55K
246,Network Systems and Data Communications Analyst,Priserve Consulting,"$88,012",$84K - $92K
247,ACA Data Analyst - Hourly Contractor,EY,$20,$19 - $21
248,Senior Financial Data Analyst,Bank of America,"$75,830",$72K - $79K
249,Data Reporting Analyst,Prime Therapeutics,"$66,331",$64K - $69K
250,Research Data Analyst,The Paul I. Terasaki Foundation,"$56,996",$55K - $60K
251,Senior Data Analyst,Texas A&M International University,"$57,299",$55K - $60K
252,Principal Data Analyst,Coupang,"$136,751",$132K - $142K
253,Data Integrity Analyst,Globe Life,"$50,939",$49K - $53K
254,Senior Data Analyst,NCR,"$79,167",$76K - $82K
255,Senior Financial Data Analyst,Levi Strauss,"$94,777",$91K - $99K
256,Research Data Analyst,Levelset,"$30,614",$29K - $32K
257,Data Systems Analyst - Contractor,US Marine Corps,"$30,448",$29K - $32K
258,Data Analyst Intern,Jack Morton,"$74,656",$72K - $77K
259,Business Data Analyst,FuelCell Energy,"$100,206",$97K - $104K
260,Data Integration Analyst - Hourly,Evolution1,$18,$18 - $19
261,Data Analyst Specialist,American Family Insurance,"$78,129",$75K - $81K
262,Network Data Communication Analyst,VEJARS TECHNOLOGIES,"$81,257",$77K - $85K
263,Business Data Analyst,University of Southern California,"$71,369",$68K - $75K
264,Research and Data Analyst - Hourly,mFoundry,$28,$27 - $29
265,Business Data Analyst III,RedSalsa Technologies,"$79,126",$77K - $83K
266,Senior Data Analyst,UBC Clinical Technologies,"$78,110",$75K - $82K
267,Senior Data Analyst,Integra LifeSciences,"$98,042",$94K - $103K
268,Data Analyst/Associate - Hourly Contractor,Capital One,$43,$42 - $45
269,Master Data Analyst - Hourly Contractor,T-Mobile,$27,$26 - $28
270,Student Data Analyst - Hourly,Utah Valley University,$13,$12 - $13
271,Network Systems and Data Communications Analyst,Virtual Matrix,"$62,669",$60K - $65K
272,Associate Data Analyst,Stryker,"$74,392",$72K - $78K
273,Data Management Analyst II,Invesco,"$49,533",$47K - $52K
274,Quality Assurance Data Analyst - Hourly,RevereIT,$39,$37 - $40
275,Junior Data Analyst - Hourly,City College of New York,$20,$19 - $21
276,Master Data Analyst - Hourly Contractor,VF,$25,$24 - $26
277,Business Intelligence Data Analyst,DaVita Medical Group,"$81,978",$79K - $86K
278,Data Warehousing Analyst,Aeroxchange,"$92,497",$88K - $96K
279,Senior Data Analyst,Twitch,"$120,100",$115K - $126K
280,IT Data Analytics Analyst,UnitedHealth Group,"$71,691",$69K - $75K
281,Genetic Data Analyst,LabCorp,"$57,500",$55K - $60K
282,Data Systems Analyst,Longview Independent School District,"$58,451",$57K - $61K
283,Senior Data Analyst,L3 Technologies,"$63,886",$62K - $66K
284,Senior Data Analyst,TCS,"$85,678",$82K - $89K
285,Senior Programmer/Data Analyst,Johns Hopkins Bayview Physicians PA,"$84,085",$80K - $87K
286,Clinical Data Analyst,Matlen Silver,"$78,455",$75K - $82K
287,Senior Data Analyst,MedStar Health,"$69,995",$67K - $72K
288,Lead Data Analyst,Barclaycard,"$135,165",$129K - $140K
289,Data Quality Analyst - Hourly Contractor,KIPP Foundation,$37,$35 - $38
290,Business Data Analyst,CenturyLink,"$52,010",$50K - $54K
291,Junior Data Analyst,CompuCom,"$56,185",$54K - $58K
292,Data Analyst I,Chrome Data Solutions,"$50,732",$49K - $53K
293,Product Data Control Analyst - Hourly,Juniper Networks,$35,$33 - $37
294,Senior Data Warehouse Analyst,Infojini,"$84,433",$81K - $87K
295,Network Systems and Data Communications Analyst,Universal Magnetics,"$58,675",$56K - $61K
296,Junior Data Analyst - Hourly,Trinity Financial Services,$15,$14 - $16
297,Senior Data Analyst,Warner Bros.,"$58,075",$56K - $60K
298,Business Data Analyst,Greater Good,"$79,892",$76K - $84K
299,Junior Data Analyst,InfoReliance,"$80,740",$77K - $85K
300,BI Data Analyst,Geisinger,"$79,994",$76K - $84K
301,Programmer/Data Analyst,NGP VAN,"$64,879",$63K - $67K
302,Lead Data Analyst,FoxGuard Solutions,"$60,473",$58K - $63K
303,Medical Data Analyst - Hourly,Biomedix,$30,$29 - $32
304,Data Center Configuration Management Analyst - Hourly Intern,Energy Future Holdings,$21,$20 - $22
305,Scientific Data Analyst,Software Tech Enterprises,"$56,036",$54K - $59K
306,Senior Data Analyst - Contractor,Freddie Mac,"$114,791",$111K - $118K
307,Assistant Research Data Analyst - Hourly,Golden Gate University,$26,$25 - $27
308,Clinical Data Analyst,Abbott,"$54,155",$52K - $57K
309,Data Analyst Co-op - Monthly Intern,Kepler Asset Management,"$1,760",$2K - $2K
310,Data Analyst Intern,Roundy's Supermarkets,"$61,562",$59K - $65K
311,Business Data Analyst,Groupon,"$81,809",$79K - $84K
312,Data Analyst III,Scripps Networks Interactive,"$85,231",$83K - $89K
313,Senior Business Data Analyst,EarthLink,"$94,589",$91K - $98K
314,Data Systems Support Analyst,Macfadden,"$75,000",$72K - $78K
315,Systems Analyst (Electronic Data Processing Systems,Dimension Consulting,"$76,302",$73K - $80K
316,Customer Data Analyst,IHS Markit,"$59,701",$57K - $62K
317,Data/Reporting Analyst,Jaffe and Asher,"$69,352",$66K - $72K
318,Senior Data Analyst,GTL,"$130,086",$124K - $136K
319,Financial Data Analyst - Hourly Intern,Sage,$16,$16 - $17
320,Senior Data Analyst,New York City Mayor's Office of Contract Services,"$93,061",$90K - $96K
321,Data & Infrastructure Analyst - Hourly Contractor,American Automobile Association (AAA),$65,$62 - $68
322,Data Security Analyst - Hourly Intern,Arrow Electronics,$23,$22 - $24
323,Senior Data Analyst,Comlinkdata,"$76,348",$74K - $80K
324,Senior Data Analyst,Infer,"$136,255",$130K - $142K
325,Junior Data Analyst,Balyasny Asset Management,"$95,081",$92K - $98K
326,Data Quality Analyst - Contractor,Genentech,"$93,356",$89K - $97K
327,Data Warehouse Analyst,HARBOR CAPITAL ADVISORS,"$129,363",$124K - $134K
328,Clinical Data Analyst,TeknoSol,"$80,479",$78K - $84K
329,Senior Data Analyst,Precision Discovery,"$72,867",$70K - $75K
330,Data Operations Analyst - Hourly Contractor,Google,$42,$41 - $45
331,Financial Data Management Analyst,Bailard,"$140,063",$134K - $147K
332,Data Analyst (E-Discovery) - Contractor,Insight Global,"$67,133",$64K - $70K
333,Business Data Analyst,J.P. Morgan,"$82,004",$79K - $85K
334,Senior Data Analyst - Contractor,CACI International,"$46,401",$45K - $48K
335,Safety Data Analyst,Baxter,"$56,427",$54K - $58K
336,Data Analyst and Programmer - Hourly,K2 Data Systems,$39,$38 - $41
337,Financial Data Analyst,Siemens,"$47,795",$46K - $50K
338,Financial Data Equity Analyst,Bloomberg L.P.,"$65,000",$62K - $68K
339,Programmer Analyst/Data Warehouse,Virtue Group,"$96,556",$92K - $100K
340,Senior Business Data Analyst,EY,"$97,153",$92K - $101K
341,Data Analyst Leader,GE,"$89,835",$86K - $93K
342,Lead Data Analyst,HCL,"$44,089",$43K - $46K
343,QA Tester/Data Analyst - Hourly Contractor,CompuCom,$13,$12 - $13
344,Senior Data Analyst,Archer Systems,"$54,871",$53K - $57K
345,Pharmaceutical Data Analyst - Hourly Intern,Johnson & Johnson,$20,$20 - $21
346,IT Data Analyst II,Fallon Health,"$99,738",$96K - $103K
347,Clinical Data Analyst,Abbott Laboratories,"$98,881",$95K - $103K
348,Senior Network Systems and Data Comm Analyst,Sculptor Capital Management,"$97,145",$93K - $102K
349,Business Data Analyst,Undertone,"$91,723",$88K - $96K
350,Clinical Data Analyst - Hourly,Beacon Health System,$42,$40 - $43
351,Transportation Data Analyst - Hourly Intern,AECOM,$23,$23 - $24
352,Data Analyst (Technical Specialist II),Research Foundation for Mental Hygiene,"$65,261",$63K - $68K
353,Senior Data Analyst,Capella Education,"$104,166",$100K - $108K
354,Senior Data Analyst,Avolin,"$92,347",$88K - $96K
355,Institutional Research Associate II - Data Analyst,Zovio,"$68,034",$65K - $71K
356,Computer Systems Analyst(Data Engineer),BTS Solutions,"$71,066",$68K - $75K
357,Junior Data Analyst - Hourly,Lincoln Medical and Mental Health Center,$22,$21 - $22
358,Data Warehousing Programmer Analyst,Grange Insurance (Columbus),"$88,886",$85K - $92K
359,Data Analyst Manager,Amdocs,"$117,013",$112K - $123K
360,Senior Data Analyst,LifeMasters Supported SelfCare,"$111,466",$106K - $117K
361,Marketing Data Analyst,Beckman Coulter,"$76,966",$74K - $80K
362,Marketing Data Analyst - Contractor,ZenoRadio ,"$47,935",$46K - $50K
363,Data Analyst Intern,Kerry,"$57,068",$54K - $60K
364,Business Data Analyst,"Aerotech, Inc.","$67,721",$66K - $70K
365,Junior Data Analyst,Tech Impact,"$36,684",$35K - $38K
366,Senior Data Analyst,Mayo Seitz Media,"$51,034",$49K - $54K
367,Senior Clinical Data Analyst,NYU (New York University),"$93,266",$89K - $96K
368,Data Analyst III,Kemper,"$93,800",$91K - $98K
369,Business Data Analyst,Metropolitan Transportation Authority,"$77,462",$75K - $80K
370,Clinical Data Analyst,ProHealth Care (WI),"$84,361",$80K - $87K
371,Financial Data Analyst,The Blackstone Group,"$62,020",$60K - $65K
372,Data Analyst I,Hotels.com,"$69,853",$67K - $72K
373,Data Science Analyst,InMoment,"$74,995",$71K - $78K
374,Data Reporting Analyst,London Square Specialty Services,"$46,113",$44K - $48K
375,Data Center Analyst,Accenture,"$52,010",$50K - $55K
376,Data Quality Analyst - Hourly Contractor,Fan TV,$16,$15 - $17
377,Visual Data Analyst - Hourly Contractor,Google,$16,$15 - $16
378,Senior Data Analyst,Bayer,"$69,175",$66K - $72K
379,Geochemistry and Geosciences Data Management Analyst,Shell,"$104,441",$100K - $110K
380,Senior Data Analyst,KIPP Foundation,"$54,950",$53K - $57K
381,Data Analyst Intern,Amazon,"$43,032",$41K - $45K
382,Research Data Analyst - Hourly,The Ohio State University Wexner Medical Center,$22,$22 - $23
383,Senior Data Analyst,CareFusion,"$66,951",$64K - $70K
384,Business Data Analyst (Finance),AB Star Group,"$64,542",$62K - $67K
385,Big Data Analyst,Citi,"$99,571",$97K - $104K
386,Data Entry Analyst - Hourly,Floating Point FX,$14,$14 - $15
387,Data Analyst II,Nordstrom,"$92,061",$89K - $96K
388,Data Security Analyst,SNRC,"$96,320",$93K - $100K
389,Senior Data Analyst,Athene,"$95,949",$92K - $100K
390,Senior Data Analyst - Hourly Contractor,Aditi Consulting,$81,$78 - $85
