,Job_title,Company_name,Locations,Summary
48,Data Scientist,Foxtel,North Ryde NSW,"Deliver components of the design, implementation and management of the Data Science capability across FoxCo
Articulate customer and commercial benefit through use of data and analytics capability
Contribute to the development and implementation of the Data Science Roadmap
Identify gaps and innovative solutions, bridging any capability gaps
Provide proactive research into emerging trends, utilising your understanding of market context as well as your own network of advisors
Contribute to the development, management and application of the catalogue of Data Science services
Proactively create new and innovative Data Science requirements
Deliver accurate and practical Data Science solutions, articulating the commercial impact and actionable recommendations
Apply processes and drive continuous improvements
Your capability
An under or post graduate degree in Data Science, Machine Learning, Computer Science, Engineering, Economics, Statistics, Mathematics or Actuarial Studies
3+ years’ experience working as a Data Scientist delivering impactful solutions to business
Experience in GCP/AWS is preferred
Proven track record of building end to end Data Science products and measuring their benefits
Fantastic coding skills in either R or Python (preferably both), with the ability to demonstrate high quality coding practices
The ability to workshop problems and architect projects with business stakeholders and translate them into productionised assets
Demonstrable experience of implementation across all areas of Data Science, including Statistical/Predictive/Machine Learning/Supervised and Unsupervised techniques
Great data visualisation skills
A creative problem solver with an inquisitive nature
Ability to communicate well and discuss complex topics with both technical and business audiences
What’s in it for you?

We have a benefits program with something for everyone. But we’re in the entertainment business and we connect Australians to all the stories they love, so what would a Foxtel benefits program be without a free Foxtel subscription and discounted broadband!

Above all, we love entertainment and, if you do too, you’ll love working with us. So if you’re excited about this opportunity, please click ‘Apply now’.

A note to recruitment agencies - we have this role covered. There is no need to get in touch, we do not accept unsolicited agency resumes and we are not responsible for any fees related to unsolicited resumes.
Advertised: 07 Feb 2020 AUS Eastern Daylight Time
Applications close: 28 Feb 2020 AUS Eastern Daylight Time
Back to search results Apply now
|"
49,Data Scientist,Feedzai,Sydney NSW,"Feedzai is the market leader in fighting fraud with AI. We're coding the future of commerce with today's most advanced risk management platform powered by big data and machine learning. Founded and developed by data scientists and aerospace engineers, Feedzai has one mission: to make banking and commerce safe. The world's largest banks, processors, and retailers use Feedzai's fraud prevention and anti-money laundering products to manage risk, while improving customer Experience.

You are going to be in charge of making our clients happy and successful. Everything you do matters: all your code, machine learning models, advisory, management, and other actions/roles will have a material impact on the way our clients run their business and how effectively we fight fraud and protect people from wrongdoing. You will be able to interact and meet many people, from widely different cultures around the world and understand the business like few others. You will be able to say you protect people on a daily basis. You will be challenged with new technology, new processes, and new mindsets and will be asked to contribute to ensure continuous improvement. Full, holistic view and impact is what you will get within Customer Success. Come and change the world with us.

Responsibilities:
Understanding the data which our clients provide to us
Cleaning that data and validating that it is correct
Preprocessing the data, usually by using a mixture of shell scripts and a programming language such as Python, Java, Scala, etc
Iteratively computing features and tuning parameters to improve the quality of the model
Communicating your findings to the project manager and assisting him/her in decision making on the Data Science part of the project
Work together with the data scientists and engineers from our clients
A minimum of 30% travel is required
Qualifications:
MSc, or PhD in Computer Science, Electrical Engineering, Statistics, Applied Mathematics, Physics or similar technical discipline
Proficient in Machine Learning (training and testing, avoiding overfit, etc.)
Knowledge of Big Data technologies such as Spark, Hadoop and related
Proficiency in bash, Python and either Java or Scala
Knowledge of resource monitoring and runtime optimization (both at JVM and OS level) - knowledge of statistics or data visualization is a plus
Knowledge of Random Forests is a plus
Ability to communicate your findings in a clear way
Feedzai is an Equal Opportunity Employer.

Feedzai does not accept unsolicited resumes from recruiters or employment agencies."
50,Graduate Data Scientist,Biometix,Barton ACT,"Graduate Data Scientist
Harness cutting edge data science methods to become a key member of the world’s leading biometrics data solution company.

The Role
As the successful candidate for this position, you will be a key contributor to our data capabilities and be expected to execute analysis and modelling activities. You must be able to harness current data science methods to achieve outcomes for both external clients, and the internal product team. Example problems include algorithm performance analytics, custom computer-vision fraud detection models, and biometric ensemble modelling. This role requires excellent verbal and written communication skills, with the ability to improve the data literacy of external and internal stakeholders.
Responsibilities
Key responsibilities for this role include:
Delivery of data analysis on biometric data sets
Development of high performing models over both structured and unstructured data sets
Delivery of analytics consulting reports
Required Skills and Experience
Successful candidates will demonstrate the following:
Experience with descriptive and predictive analytics
Experience utilising the Python data science ecosystem
Experience with SQL and RDBMS technologies
Excellent data visualisation and communication abilities
Understanding of the machine learning process, including EDA, data wrangling, model tuning and performance measurement
Strong stakeholder management skills, and proven ability to influence technical leaders
Excellent communication skills
Desirable Skills and Experience
The following skills will be viewed as advantageous:
Experience in enterprise IT projects
Experience using cloud services on Azure, GCP or AWS
Experience with federal government
Technical experience within biometrics or identity
The successful candidate must be an Australian citizen with the ability to gain or maintain a current government security clearance."
51,Sr. Data Scientist,AWS Australia Pty Ltd,Sydney NSW,"BS and Masters degrees in computer science, engineering, or related technical/scientific field
5+ years of professional experience in a business environment
3+ years of relevant experience in building large scale machine learning or deep learning models and/or systems
1+ year of experience specifically with deep learning (e.g., CNN, RNN, LSTM)
Experience in using Python, R, or other programming language

Machine learning (ML) has been strategic to Amazon from the early years. We are pioneers in areas such as recommendation engines, product search, eCommerce fraud detection, and large-scale optimization of fulfillment center operations.

The Amazon ML Solutions Lab team helps AWS customers accelerate the use of machine learning to solve business and operational challenges and promote innovation in their organization. As an ML Solutions Lab data scientist, you are proficient in designing and developing advanced ML models to solve diverse challenges and opportunities. You will be working with terabytes of text, images, and other types of data to solve real-world problems. You'll design and run experiments, research new algorithms, and find new ways of optimizing risk, profitability, and customer experience.

We’re looking for talented data scientists capable of applying classical ML algorithms and cutting-edge deep learning (DL) and reinforcement learning approaches to areas such as drug discovery, customer segmentation, fraud prevention, capacity planning, predictive maintenance, pricing optimization, call center analytics, player pose estimation, event detection, and virtual assistant among others.

The primary responsibilities of this role are to:
Design, develop, and evaluate innovative ML/DL models to solve diverse challenges and opportunities across industries
Interact with customer directly to understand their business problems, and help them with defining and implementing scalable ML/DL solutions to solve them
Work closely with account teams, research scientist teams, and product engineering teams to drive model implementations and new algorithms

This position requires travel of up to 25%, and is located in Sydney, Australia.

PhD degree in computer science, engineering, or related technical/scientific field
Hands on experience building models with deep learning frameworks like MXNet, Tensorflow, Keras, Caffe, PyTorch, or similar
Strong communication and data presentation skills
Strong attention to detail
Comfortable working in a fast paced, highly collaborative, dynamic work environment
Ability to think creatively and solve problems

Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age."
52,Data Scientist,REA Group,Sydney NSW,"Fast-paced team focused on innovation and lateral thinking
Commitment to closing the gender gap
Flexible work environment
We’re REA
An Australian start-up success story we’re quietly proud of.
From a garage in Melbourne to the global stage is an achievement we’re humbled by. Our idea to put pictures of houses on the internet has blossomed since 1995, and we now have businesses across Australia, Asia, India and North America.
Our purpose is to change the way the world experiences property. No matter where you’re at on your property journey, we’re here to help on every step – whether that’s buying, selling, renting or renovating.
Some of our brands include realestate.com.au, realcommercial.com.au, spacely.com.au, flatmates.com.au and hometrack.com.au.
What we’re doing:
With us, you’ll experience Impact . The Hometrack team at REA Group provides property data and technical platform solutions to customers in the financial and government sectors. It is the core delivery centre for developing solutions to meet customer priorities and align with Hometrack’s and REA Groups technology strategy.
We are looking for a tech-savvy Data Scientist to join our Data Science team of analytics experts. The team is responsible for building and maintaining the Automated Valuation models and price indexes and delivering analytical projects to internal stakeholders as well as Hometrack customers.
The remit of the role includes building of statistical and ML models, undertaking analytical projects and providing insights, working (in collaboration with other team members) on expanding our analytical data assets and maintaining our data products, while building effective working relations with internal stakeholders.
The role will suit someone with a broader skillset and previous exposure to analytics, insights and BI who’s interested in building data pipelines and predictive models end-to-end and gaining more exposure to data science and modelling.
In this role you will:
Extract, manipulate and process data from multiple sources and assemble datasets
Gain a solid understanding of our models and data assets to play a key role in statistical and ML model build and improvements using a range of modelling techniques
Build data pipelines, troubleshoot data and script issues and proactively analyse the model building processes to identify and recommend improvements
Perform thorough testing and validation of models to confirm accuracy of data transformations used and robustness of predictive models
Document the projects and processes and assist with report preparation
Promote technical communication between Data Science, Database and Engineering teams
Play a key role in deployment of new analytical tools and data platforms
Provides support to client analytics work, and contributes to the production of analytics results packs in each assignment
Translate complex business requirements and objectives into technical briefing.
Communicate learnings in an accessible manner to different types of audiences.
What we’re looking for:
Bachelor’s or Master’s degree in a technical or science discipline (such as Applied Mathematics or Statistics, Economics, Engineering, Computer Science, or similar)
4+ years of experience in Data Analyst/Data Scientist roles within analytics domain working with large and complex datasets
Advanced SQL scripting skills (T-SQL, MS SQL, BigQuery) and experience with structured and unstructured data in a variety of formats
Experience with building and deploying statistical and ML models in the commercial environment
Good working knowledge of statistical programming languages, mainly R, Python (exposure to Matlab is well regarded)
Expertise in a range of commonly used data modelling techniques and their trade-offs
Experience with reporting automation (using Tableau) or a demonstrated willingness to build these skills
Strong attention to detail
Team-player with excellent communication skills open to new challenges
Passion for leveraging data to generate value
The REA Experience
The physical, mental, emotional and financial health of our people is something we’ll never stop caring about. This is a place to learn and grow. We’re committed to your development – both professionally and personally. Your experience with us is something that we take seriously.
We offer:
Onsite health and wellbeing programs, including yoga and meditation classes, and weekly massages
Because We Care program which includes volunteer leave and community grants, to ensure you have the opportunity to give back to your community
Hack Days so you can bring your big ideas to life
An additional day of leave just for your birthday
A flexible working environment meaning we strike the balance of what you need and what works for the business (and yes, our leaders fully understand the flexible working policy)
Industry leading gender-neutral parental leave
If you like the sound of us, then we think you should apply today. While we take a look at your application, we encourage you to get to know us a bit more through our various social channels."
53,Senior Data Scientist,Omnicom Group,Sydney NSW,"An exciting Senior Data Scientist opportunity exists to work for Australia's leading Digital Partner Agency.
We are Resolution. We are a part of Global Marketing Company Omnicom Media Group (OMG). We are a Full-Service Digital Agency and our mission is to drive Remarkable results for our clients. We are the platform junkies, the investigative analysts, the creative collaborators. Our experience spans over a decade in the digital marketing industry, producing Remarkable results for Results-Driven brands, who want an easy, uncomplicated one-stop shop agency experience.
Remarkable, derives from Marketer and Entrepreneur Seth Godin. Imagine driving through the countryside, the pastures of animals and grass all blend into one. Then something catches your eye, a purple cow! In a field where everything seems to blend together, a cow would have to be purple to stand out. To stand out in this way is to be truly Remarkable. At Resolution, our Remarkable legacy is seen in our orange cow. Orange symbolises enthusiasm, creativity, success, intelligence and determination.
To be Remarkable is to be “Worth talking about. Worth noticing. Exceptional. New. Interesting”.
Through our People First approach we nurture a culture of Remarkable Performance. This has been our philosophy since our Australian operations launched in 2013. We've grown rapidly, starting with 24 employees and are now 260+ strong. Today we have over 70+ clients from the biggest and largest brands in Australia, with one of the highest client retention rates in the industry.
We work extremely hard to make our workplace an environment where everyone is supported and wants to come to the office every day. We balance work and play, where every day is an opportunity to deliver Remarkable and where work mates become best mates. We strive for a culture of transparency, respect, continuous development, and a harmonious balance of work and play. This is one of the reasons we have won Employer of Choice 5 years in a Row and that's something we're proud of!

What we can offer you is:
Opportunity to be mentored & inspired by the Best in the Market
Access & certification to the latest industry technology, tools & platforms so that you can be innovative, efficient & creative
Opportunity to Work with Top Tier Clients
Autonomy & Flexibility to Shape your day
Our Social Committee is dedicated to creating fun events throughout the year such as Monthly Coffee Carts, BBQ in the park, Birthday celebrations, Melbourne Cup, End of Year Party
Summer Half Days – to relax & enjoy the sunshine
Have Breakfast on us!
Our Spirit Committee is focused on making you feel your best with support from our EAP - CARE as well hosting activities such as Pilates, yoga, goal setting sessions so that you can feel 100%
Why we'll love you
You have a passion for Digital Marketing and you're ready to make a real impact. As a Senior Data Scientist in the marketing science team, you will be responsible for helping clients across multiple industries make data driven marketing decisions, here's what you'll need
Key skills & Experience

5 years' experience of building models and deriving insights in a position as a Sr Analyst or a Sr Data Scientist
Extensive Experience in marketing science – building digital attribution models, econometric models or segmenting customers
Experience in a client facing role would be highly advantageous
A University degree in a quantitative discipline e.g. Math/Statistics, Engineering, Computer Science, Econometrics, Actuarial etc. is required.
Why our love will last
Not just anyone can fill this role. We want someone who can take it and make it their own. To do this, you want to see you:

As a Senior Data Scientist, you'll join an agile multifunctional team including the Head of Data Science, a Senior Data Scientist, a Data Scientist and a Junior Data Scientist, Domain Experts and a Data Engineer
Your role will be to apply your broad skillset across data and analytics to understand business problems, create insights and envisage practical solutions in areas such as media measurement and customer insights
Drive the Annalect data science practice to shape data science capabilities and identify opportunities to use data science to create customer value
Conceive, design and implement machine learning and advanced analytics solutions to improve various business KPIs
Build Annalect's experimentation/predictive modelling ecosystem
Build scalable backend solutions for automation of data processing
Analyze and mash-up massive amounts of data to mine useful business insights
Provide business solutions and optimisation through various statistical and quantitative methods.
Does this sound like a you? Bring your passion and drive to an Australian Business Awards Employer of Choice (2017). We want you to thrive with us. Get in touch today. We can't wait to meet you."
54,APS 4/5-6 - Virtual Laboratory Technician,Australian Government Department of Defence,Edinburgh SA,"$67,100 - $92,150 (plus super)
Edinburgh, SA
DST is an inclusive employer, committed to diversity and equity in the work place. DST offers an attractive salary package and flexible, family-friendly working arrangements. Our staff have access to flexible working hours with opportunities for part-time and home-based work. We encourage ongoing professional growth and development.

Defence provides a superannuation contribution of 15.4 per cent, higher than most industries, with the opportunity for you to make additional personal contributions. To learn more about DST see our DST Corporate Video.

As the Virtual Laboratory Technician you will work as part of a dynamic team maintaining and growing the Virtual Laboratory (VL) classified computing capability to meet the rapidly evolving needs of research and scientific staff.
You will lead and execute the ICT-elements around providing data, software and services for research staff within the Virtual Laboratory computing domain.
Work collaboratively with a team of leading scientists and engineers in the development and delivery of Artificial Intelligence and Machine Learning capabilities for some of Defense’s problems.
Deliver and maintain modern software stacks and capabilities that support the development of Artificial Intelligence and Machine learning solutions.
Opportunities to experiment with latest software technologies applied to Defence.

You will provide a critical enabling function for research and scientific staff, as well as help guide the development of new enabling ICT services for the environment.
Key result areas; under limited direction the Virtual Laboratory Technician will:
Work as part of a small team providing technical oversight and maintenance of desktop, server, storage and backup elements of the Virtual Laboratory Computing Capability that includes a mix of Red Hat Enterprise Linux and Microsoft Windows operating systems.
Liaise with internal stakeholder groups and the broader user community of the Virtual Laboratory to understand current and future user requirements.
Help grow the Virtual Laboratory Computing Capability through the deployment of new ICT services.
Provide the data management workflows between security domains to provide software and ICT system patching."
55,Educational Data Analyst,University of New South Wales,Sydney NSW,"Job no: 499107
Work type: Fixed term / Full time
Location: Sydney, NSW
Categories: Information Technology
Educational Data Analyst
DVC Academic
PVC Education Portfolio
One of Australia’s leading research & teaching universities
Vibrant campus life with a strong sense of community & inclusion
Enjoy a career that makes a difference by collaborating & learning from the best
At UNSW, we pride ourselves on being a workplace where the best people come to do their best work.
The Division of the Deputy Vice-Chancellor (Academic) is a large portfolio covering a wide range of activities supporting the student experience, the needs of academic staff and international operations. Within the DVC(A) Division, the Pro Vice-Chancellor (Education) Portfolio provides leadership in the development and implementation of UNSW Sydney’s strategic initiatives in learning and teaching. The initiatives focus on educational design, development, delivery and evaluation, integrating technology and expanding the University’s online learning offerings, providing academic development support and services, and promoting teaching excellence through the UNSW Scientia Education Academy and the Education Focussed Academics. The Portfolio works collaboratively with the faculties, schools and divisions to implement the 2025 Strategic Plan and drive enhancements to the student experience and success. It is involved in the design of effective learning environments, promotes Work Integrated Learning initiatives, provides academic skills support to students, and strengthens their career and employability prospects through a range of programs and services.
About the role
$95K-$103K (plus 9.5% superannuation)
Fixed Term (9 months)
Full-time (1FTE, 35hrs p/week)
The Educational Data Analyst will support the management of educational data and reporting, including transformation processes, identifying trends in data sets, developing graphs, and data dashboards for reporting purposes, extending the analytical capacity within the PVC(E) Portfolio for the effective reporting of learning and teaching data to all stakeholders. The role is also responsible for providing analytical expertise with actionable insight to support the evaluation and reporting of learning and teaching projects and programs across the PVC(E) Portfolio and will document processes, protocols and business rules to evaluate the delivery of tools and services in liaison with various stakeholders.

The Educational Data Analyst will work collaboratively with PVC(E) staff within a multidisciplinary team including academic, technical and non-technical roles, and Data Scientists (EI&A), as well as Students as Partners assistants to develop and implement innovative solutions and products to enhance the student experience.
About the successful applicant
To be successful in this role you will have:
Postgraduate qualifications in an area of study relevant to analytics or evaluation; or an equivalent combination of extensive and relevant experience and/or training.
Good knowledge of working with data: data structures, data representation, data cleaning, data governance, and database design.
An understanding of database structures and SQL and ‘big data’ extraction and preparation for analysis.
Fluency in using scientific computing languages like R, Python, SAS and familiarity with analytical/visualisation tools (SPSS, SAS, RapidMiner, Tableau, Power BI).
Demonstrated knowledge and experience in databases and data structures (e.g. SQL, JSON, XML and scripting).
PD - Educational Data Analyst - L7.pdf
You should systematically address the selection criteria listed within the position description in your application. Please apply online - applications will not be accepted if sent to the contact listed.
Contact:
Kim Symons, Talent Acquisition Consultant
P: 9385 0670
E: k.symons@unsw.edu.au
Applications close: 5th March before 11pm
Position Description
Advertised: 13 Feb 2020 AUS Eastern Daylight Time
Applications close: 05 Mar 2020 AUS Eastern Daylight Time"
56,Senior Data Scientist,Macquarie Group,Sydney NSW 2000,"As a Senior Data Scientist, you’ll guide an agile multifunctional team including a Junior Data Scientist, Domain Expert and a Data Engineer. Your role will be to apply your broad skillset across data and analytics to understand business problems, create insights and envisage practical solutions in areas such as trade processing and information technology.

Your broad area of responsibility will be to assist us defining and delivering a roadmap of data initiatives that identify efficiencies, unlock opportunities, and generate revenue. You will have access to large data sets, giving you the ability to make a tangible impact with your analysis. In return, you will be given support to expand your technical and domain skills.
As a Data Scientist, you’ll work directly with our business units to ideate, prioritise and perform the initial feasibility checks on ideas to improve business outcomes, leveraging data and prioritising these ideas through benefits modelling. By determining appropriate analytical approaches to solving business problems, you’ll identify whether these requirements can be achieved via existing internal or external capability or via engineering new solutions.
In addition, you will be responsible for:
sourcing and identifying relevant data sources, cleaning and preparing data
performing modelling and analysis using charting, descriptive statistics and machine learning
creating impactful dashboards and consumable insights using human centred design principles
communicating complex concepts simply and translating outputs into actionable insights for business stakeholders
defining and providing requirements to data engineers in order to automate data
mentoring junior data scientists including reviewing code and analysis approaches.
To be successful in this role you will have some of the following skills/background and experience:
5+ years experience in a hands-on data science role – you are considered an expert and have either led a team or mentored more junior team members
curious and business outcome focused with a problem-solving attitude
evidence of having innovated and improved a business outcome using data, rather than just implementing a requirement
experience in delivering the full lifecycle of projects from R&D through to deployment
strong collaboration skills having worked with business stakeholders to identify and shape problems to be solved with data
accessed and sourced data from a variety of systems using SQL and APIs
expertise in cleansing, combining and processing data
comfortable using Python or R
practical experience with machine learning and statistics
familiarity with data visualization tools (e.g. Microstrategy, PowerBI, Tableau, Quicksight, Qlik)
proficiency working with large data sets (10m+ records) and cloud computing would be an advantage.
Ideally, you will have commercial exposure in a corporate, consultancy or start-up environment, and a financial services background is an advantage.
Please apply via the following link or to find out more about the position, visit www.macquarie.com/careers or email Nicky Bell via nicky.bell@macquarie.com
The Corporate Operations Group brings together specialist support services in Digital Transformation & Data, Technology, Market Operations, Human Resources, Business Services, Business Improvement & Strategy, Brand & Marketing and the Macquarie Group Foundation.
Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.
We facilitate a range of flexible working arrangements within our teams. Talk to us about what flexibility may be available."
57,Environmental Scientist / Senior Scientist,AECOM,Far North Queensland QLD,"Australia - Queensland, Townsville
Job Summary
Our Environment Group in North Queensland has a fantastic opportunity for a passionate, self-starter who is looking to grow their career, working for a global organisation from our regional hub.
Working as part of our established team, you will have the opportunity to support the delivery of projects across all disciplines of Environmental Consulting. You will be involved in the design, coordination and delivery of environmental management services, as well as coordinating technical studies and environmental monitoring programs associated with a range of infrastructure-related projects. In addition, the role will see your involvement in the development and execution of a range of programs for our key mining clients and mine sites across the region, therefore your local connections and experience to continue to build this service offering within the region will be essential. Ideally you will have a technical focus on such aspects as water quality monitoring and analysis and or land rehabilitation and have a strong focus on continuous improvements through technology innovation, such as use of drones for data collection.
In the role you will be involved in seeking out opportunities to establish, develop and maintain positive client relationships, both internally and externally.
This role will see you working as part of a close-knit, regional office. Working both independently and as part of a wider team, both locally and across Queensland, you will be provided with a range of professional opportunities to develop your skills as an environmental professional.
As North Queensland’s largest engineering consultant we offer flexibility in regard to home office location, depending on the specific background and experience level of the applicant. Different offices including Rockhampton, Mackay, Townsville and potentially Cairns will provide different opportunities, but all locations will require a outcomes orientated professional with excellent communication skills.
Minimum Requirements
Motivated self-starter
Relevant professional experience, preferably within an environmental consulting role;
5+ years of experience in Queensland, with appropriate knowledge of environmental legislation and regulatory obligations;
Great local client relationships
Experience working in Mt Isa or the Bowen Basin (or similar) – highly desirable.
Preferred Qualifications
Tertiary Qualifications in Environmental Science (or similar)
Current Class C drivers licence.
What We Offer
When you join AECOM, you become part of a company that is
pioneering the future . Our teams around the world are involved in some of the most cutting-edge and innovative projects and programs of our time, addressing the big challenges of today and shaping the built environment for generations to come. We ensure a workplace that encourages growth, flexibility and creativity, as well as a company culture that champions
inclusion, diversity and overall
employee well-being through programs supported by company leadership. Our
core values define who we are, how we act and what we aspire to, which comes down to not only
delivering a better world , but working to “make amazing happen” in each neighborhood, community and city we touch. As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours."
58,Data Scientist,Tigerspike,Sydney NSW,"Tigerspike is an Apple Mobility Partner, AWS Advanced Consulting Partner,and one of the most recognised specialist enterprise mobility companies in the world.
We work on exciting projects and we're looking for a Data Scientist, who enjoys a challenge, to join us.
You'll work with talented and passionate people, who love what they do, in an informal, yet high energy office.
So, if you love technology, have a passion for innovation and thrive in a team-based environment then read on...
Tell me more!
We take our client's visions from concept to release in as little as eight weeks, and often work together to evolve products for years.
You'll gain experience with industries that range from NGOs to Transport and have the opportunity to nurture products and see them through to completion and into maintenance.
Whilst many of our projects are native mobile apps and web apps, our goal is to stay at the forefront of innovation by applying design thinking to our client's business problems. That drive has lead us to experiment with wearables, VR/AR, Machine Learning, and IoT devices (especially as enabled by the cloud). The clients we partner with range from boutique to multinational, whose users span from passengers in public transport around NSW to farmers and social workers.
As a Data Scientist you'll design, architect, and develop solutions leveraging existing and emerging technologies (open source, AWS, etc.) to process and analyse large, disparate datasets to meet a client's business requirements. Your skills might also be used in strategy consulting and in making sense of the data we've collected for some of our longest supported accounts.
What experience and skills do you need?
The key ingredient to succeed in this newly created position is an entrepreneurial spirit. The successful candidate will be a Data Scientist who's excited about the potential to build out the whole of Tigerspike's Data Science practice.
Required
Experience in combining statistical reasoning and practical computing skills to solve challenging problems using large amounts of data
Ability to formulate problems according to Data Science principles
Fundamental understanding of statistical modelling
Experience in transforming data to prepare it for analysis and reporting
Skills in visualising data of various forms including structured, unstructured and spatial data
Ability to apply sound ethical principles to ethical issues that arise in Data Science always adhering to relevant statutory requirements (e.g. GDPR)
Excellent communication skills, both verbal and written
Desirable
Experience with applying machine learning algorithms and end-to-end statistical processes correctly, and interpret their results
Experience in dealing with unstructured data (text, images, video, etc.) by means of Deep Learning
Firm understanding of the role of Neural Networks in classification, Computer Vision and Natural Language Processing.
Experience in architecting Data Lakes, Data Warehouses, or other ""Big Data"" solutions.
Conversant in multiple statutory requirements with regard to data (e.g. Australian Privacy Principles) and experience with ISO-27001
What's in it for you?
Entrepreneurship - you'll have a chance to build out the whole of Tigerspike's Data Science practice
Empowerment - to be autonomous within a team that is passionate to deliver quality. This is a global role that will initially report directly to the CTO.
Professional Growth - we know you're happiest when you're learning new things, so you'll be given an annual allowance to spend on your professional growth such as attending a conference or taking a course. It's like a makeover for your mind!
Collaboration - you'll work in a multi-disciplinary team to deliver high value projects to clients
Innovation - our regular Innovation Days allow us to take a break from client work to spend time playing with the latest tech and improving our tools and techniques
Travel - as this is a global role, your services may be needed in any one of our many offices.
What else?
Tigerspike values health and wellbeing by offering:
An annual allowance to spend on your personal growth such as learning french, pottery or even attending a beer tasting course
Free Bootcamp classes weekly
Spontaneous plank, mediation and stretch breaks
Parental benefits that exceed statutory requirements
Free fruit daily
Some of the other benefits we offer include:
20 days' holiday (in addition to all public holidays) increasing to 25 days' holiday each year after your 2nd work anniversary and 30 days after 5 years!
2 Duvet Days per year - that's for when the day would be better spent at the beach or in bed
$100 monthly mobile phone allowance
The opportunity to work remotely when you need to
Free lunch and drinks on Fridays - sometimes we use the BBQ!
The chance to work on different projects in our other offices (London, Sydney, Tokyo, Dubai, Singapore, New York, Mumbai, etc.)
*We are an equal opportunity employer and value diversity at our company. We do not discriminate based on race, religion, nationality, gender, sexual orientation, age or disability status.*
Who are we?
Tigerspike is a digital services company specialising in digital innovation with proven experience in mobile. Focusing on strategy, experience design, development and systems integration, our work is hinged on five key values: Transparency, Resilience, Problem-solving, Energy and Curiosity. We have a reputation for innovation and creating long-term partnerships with customers such as Emirates, American Express, The United Nations, 7-Eleven, Westfield, ADP and New Look.
Our People are our culture and that is what makes us unique. Founded in 2003 with a team spanning 10 global offices and counting, we are excited to continue supporting businesses #TheTigerspikeWay.
www.tigerspike.com
So what happens next?
Once we've received your application, we'll give it as much attention as it deserves and you'll hear from us either way. If we think you could be a good addition to our team, we will give you a call and from there you'll cruise through our recruitment process.
Xow9XWi1pV"
59,"Senior Data Scientist, Machine Learning - Sydney",EY,Sydney NSW,"Variety of work and career development opportunities
Choose a career that connects you globally on a daily basis
Be part of a high-performing, supportive culture
About EY
https://www.ey.com/au/shape-the-world
The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

We implement information-driven strategies and systems that help grow, optimize and protect client organizations. We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business analysts, data scientists, big data engineers, developers and consultants in the region.

We are looking for a Data Scientist within the DnA team in our Sydney office. This role is offered on a flexible full time basis.

Your key responsibilities
Work with diverse stakeholders to identify their challenges with data that can be addressed using various Analysis techniques
Be a part of a culture that focuses on delivering excellence for our clients and work with an awesome team of people to work with and access to cutting edge technologies
Flexibility to work in the way that brings out the best in you and encourages you to do what you love, in an environment that supports you
Be involved in all aspects of the Project life-cycle, including Strategy, Road-Mapping, Architecture, Implementation and Development in order to gain maximum exposure to set you up for a successful consulting career
Skills and attributes for success
Design Time series and ML models and build hybrid recommender system
Developing an English to SQL converter for a major financial firm
Build an analytic workbench in python
Building data and Insights platforms
Deep Learning Optimisation and Computer Vision
Python and Pytorch experience
Customising Object Detection Models
Designing custom Classification and Reidentification Models
Personally developed and experimented on your own Deep Learning models
Ideally, you’ll also have
Experience in engaging with both technical and non-technical stakeholders
Strong consulting experience and background, including engaging directly with clients
Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects

Who are Advisory?

Our Advisory service line focuses on helping clients to improve their performance and manage their risks more effectively. From an improved finance function, enhanced supply chain, or superior customer experience, EY teams are able to offer added value and turn our client’s strategy into reality! This is why Advisory is the fastest-growing service line and an energetic, fast-paced environment. Learn more about Advisory here.

What working at EY offers
Our Total Rewards package includes:
formal or informal flexible working options e.g. remote working, flexible start and finish times
career and learning development e.g. EY badges, career mentoring
an extensive range of wellbeing and benefit offerings e.g. Salary packaging, parental leave and support, health checks
Who we are

EY is an inclusive and equal opportunity employer offering a vast range of internal networks including Ability EY, our disability network, Unity, our LGBTI network and our Aboriginal and Torres Strait Islander network enabling us all to embrace and value the diverse society we live within. If you have any support or access requirements, we encourage you to advise us at the time of application via contactrecruitment@au.ey.com or +61 1800 017 666.

Make your mark. Apply Now!

The preferred applicant will be subject to employment screening by EY or by their external third party provider.

**Minimum salary for this role will be $100,000 (Inclusive of super)

#LI-ANALYTICS
© 2019 Ernst & Young Australia. All Rights Reserved. Liability limited by a scheme approved under Professional Standards Legislation."
