,Job_title,Company_name,Locations,Summary
26,Commercial Analyst,HelloFresh,"Mount Wellington, Auckland","The Company
My client is a large corporate organisation with turnover well in excess of $200M. Operating in the service based industry, this company provides a great service to many of us as individuals and has a well known brand. The culture of the company is great - work life balance is respected and this really is a place where people enjoy working.
The Role
The role of Commercial Analyst will report into the CFO where you will be responsible for assisting with the organisations top and bottom line growth through the following core activities:
Partner with BU Managers on capex and opex spend
Analyse variances to standard costs
Providing insights to key decision makers
Contribute to weekly and monthly management reports
Support systems and process improvement for both costing and operations reporting
Analysing and tracking key business initiatives
Budgets and forecasting at BU and national level
Modelling of key strategic initiatives
Assisting with business cases
This is a role where you will be focused operationally and be analytical minded. Strong modelling, analysis and stakeholder management is key.
Your Profile
You will possess superb communication skills, a great work ethic and a bright persona. You must have a can do attitude and a willingness to improve on things being done already. It is essential that you have proven experience at this level and strong modelling skills.
Apply Today
Please send your resume in Microsoft Word format by clicking on the apply button or for further information, contact Ronil Singh or Tanya Beets in our Auckland office on 09-915-6700.
Job Reference No:
06900-0011367769"
27,Manager Credit Risk,Capital & Coast District Health Board (Wellington),"Mount Victoria, 6011","We are looking for an intuitive Credit Risk Manager
Be part of implementing to new legislative changes in FY20 & FY21 (CCCFA)
Career progressing Secondment opportunity


About The Role

In this role, you would have the opportunity to:
Provide leadership on risk strategy and responsible lending standards across the credit life cycle of the business banking portfolio
Lead in delivery, and engagement of stakeholder, of 3 initial Insurance /climate change deliverables
Oversee and lead the analytics and deliver strategic changes to improve delinquency trend, includes of insights for stakeholders
Deliver key analytics and narration in the delivery of PIR for new business scorecard card and in collaboration with Mortgages Credit Risk the PIR for the mortgage scorecard
Work closely with SME resources to build bench strength around all facets relating all type of residential property and all methods of valuations, including the delivery of an optimal framework to utilise property data.
Work closely with both internal and external stakeholders to ensure risk management activities are optimal
Mentor Analysts in the team
High exposure and high risk judgmental credit decisioning


Role Location: Wellington or Auckland
Role Type: 7 month Fixed Term Contract

About You

To grow and be successful in this role, you will ideally bring the following:
An understanding of the credit life cycle and the key drivers of profitability within retail and business products
Strong analytic and statistical skills and knowledge of SAS, SPSS and Strategy Manager
An ability to analysis and make decisions quickly and effectively
Relationship Management with stakeholders and tams to coach and mentor


About ANZ
Our purpose is to shape a world where people and communities thrive. That’s why we strive to create a balanced, sustainable economy in which everyone can take part and build a better life. By helping people make the most of what they have, we transform ideas, hard work and ambition into reality.

ANZ recognises the value of an inclusive and diverse work environment. We take pride in the diversity of our people and encourage applications from diverse candidates. Our recruitment decisions are based on the key inherent needs and requirements of each role, and candidates are selected based on their unique strengths and characteristics.

The ANZ values are the foundation of how we work and support our customers.

Integrity – We are honest and fair
Collaboration – We work together for the customer
Accountability – We take ownership and get things done
Respect – We care for all those we serve
Excellence – We challenge ourselves to be better

We work flexibly at ANZ. Talk to us about how this role could be flexible for you.

ANZ recognises the importance of flexible working, watch our Global Stories to see how ANZ aims to meet the needs of our customers and to attract and retain the best people in a changing world.

To find out more about working at ANZ or to view other opportunities visit anz.co.nz/careers

You may apply for this role by visiting ANZ Careers and search for the reference number NEW040211

Applications close Tuesday 3rd March."
28,Procurement Analyst Intern,New Zealand Government,"Auckland City, Auckland","----------------
About HelloFresh
----------------

At HelloFresh, we want to change the way people eat. Over the past 7 years we've seen this mission spread beyond our wildest dreams. Now, we are the leading global company in the expanding online recipe kit delivery market.

So, how did we do it? Our weekly recipe boxes full of exciting recipes and lovingly sourced, fresh ingredients have blossomed into a community of inspired, energised home cooks that expands across the globe. We are one of the fastest growing meal kit businesses and are active and growing in 12 different countries across 3 continents.

If you would like to join an energetic and highly motivated team and work in a dynamic, high-energy, high-growth field where you can really have an impact and make a difference every single day then join us and become part of developing a global fresh food champion.

---------------
Job description
---------------

This role is a fantastic opportunity for a recent graduate or someone part way through their studies with a procurement and an analytical background. You would be part of a true start up and part of the journey in growing HelloFresh in NZ. We are looking for someone who can commit Full-Time for a duration of 6 months.

You will…

Working within the Procurement team to act as a point of contact across other operational teams, including the production, logistics and business development teams
Scoping, analysing and implementing the project, along with the project lead, to ensure operations and costs are controlled and the project aims are met on time
Sourcing, negotiation and onboarding of new suppliers and SKUs with collaboration with the respective Category Managers
Get a view on current procurement relevant data available in the company
Conduct data analysis on available procurement data & and existing dashboards to build comprehensive view on proc team performance and areas of improvements
Build dashboards based on gaps identified
Support in generating category insights for category managers
Support during the budgeting
Potentially helping out during the tendering process
----------------------
Mandatory requirements
----------------------

You have…

You have a Degree in Supply Chain Management, Procurement, Business Management or similar from a top-tier university
You have experience working in a Supply Chain, Procurement or Project Management role, ideally in food
You have extensive hands-on experience working with Excel and Google Sheets at an advanced level (Pivot tables, Index-matches, advanced formulas)
You have excellent interpersonal and communication skills with both technical and non-technical individuals
You are proactive, autonomous with an entrepreneur mindset
Ability to work on tasks autonomously that have a high level of responsibility, and communicate progress effectively to key stakeholders
You are ...

Obsessed with food!
Autonomous, able to manage a project from start to finish with little guidance
Proactive
Passionate about our business
What we offer...

Heavily discounted HelloFresh boxes
You work in a passionate and dynamic environment
Flat hierarchies, constant learning with plenty of room for personal growth
Duration: 6 Months PAID Internship. You must be able to commit FULL - TIME (Monday to Friday 9 am - 6 pm). You MUST have the right to work in NZ for the duration of the contract.

Start date: End of June 2020"
29,Information and Business Analyst,Fonterra,"Wellington Central, Wellington","Information and Business Analyst
Closes 01 Mar 2020
Posted 17 Feb 2020
Nau mai, haere mai ki Ūpoko ki te uru hauora.
Location: Wellington Regional Hospital (Newtown)
Contract: Permanent, full time
About the role
Capital & Coast District Health Board (CCDHB) and Hutt Valley District Health Board (HVDHB) invest over $1.6b a year in the health of our communities and people from the central region. We are on a unique pathway developing and implementing innovative models of care across our DHBs that deliver better health outcomes. To do this well, the DHBs have invested in their capability and capacity to use integrated data sets from across the whole health system and all of our providers in order to link this to the people and communities we serve. This is important to translate data into meaningful, clearly presented, analysis, creating transparency, new perspectives and understanding that supports innovation and drives informed discussions and decision-making. We are seeking an information & business analyst.
This role is open to graduates and those who possess up to three years' experience, an enquiring mind and who are willing to grow and develop themselves and the DHB to the next level. If you are wanting to be part of an expert team supporting and enabling CCDHB to use information to create insights that support decisions that work across population health, casemix funding, system performance modelling and investment prioritisation, you should consider these opportunities.
Skills & Experience
Some experience within the health sector would be an additional asset, but is not essential to success in the role.
This dynamic role would suit people at the graduate or junior level, from the public, private or NGO sectors.
If you have excellent communication skills, strong Excel skills and analytical abilities, CCDHB would be keen to receive your application and explore how your ideas can improve the performance of our health system and health outcomes for the community.
About our organisation
Capital and Coast DHB (CCDHB) is located centrally in Wellington and has over 6,000 full-time equivalent staff, making us one of the major employers in the Wellington region. CCDHB operates two hospitals - Wellington Regional Hospital in Newtown and Kenepuru Hospital in Porirua - as well as the Kapiti Health Centre at Paraparaumu.
The Mental Health, Addiction and Intellectual Disability Service (MHAIDS) spans three DHBs - Wairarapa, Hutt Valley and Capital and Coast DHB's and includes local, regional, and national services. The local MHAIDS services are provided from multiple sites within the 3DHB sub-region - greater Wellington, Hutt Valley and Wairarapa.
Here at CCDHB we embrace diversity and welcome applications from people of all gender identities, ages, ethnicities, sexual orientations, disability and religions. A workforce that is diverse and inclusive means that we are better positioned to understand and serve our community.
CCDHB is a pro-equity Health Organisation, with a particular focus on Māori and Pacific Peoples.
CCDHB provides a range of specialist services including neurosurgery, oncology, neonatal intensive care and community-based services including district nursing, rehabilitation services, social work, alcohol and drug services, and home support services to a population of around 900,000 people.
How to apply
Applications will not be accepted via email. All candidates applying for any of our current vacancies must complete an online CCDHB application form by clicking the 'Apply Now' button.
Applications close on Sunday 01 March 2020. Please ensure your uploaded CV and cover letter is in either Word or PDF format. For further information on this role, please email recruitment@ccdhb.org.nz and please indicate the vacancy number (SS0423-20) and job title in the subject line.
Ma tini, ma mano, ka rapa te whai
By joining together we will succeed"
30,"Principal Analyst, Data Services",NZ Gov MBIE,"Wellington City, Wellington","Use data and statistical analysis to provide high level advice, thought leadership and strategic direction
Work with an experienced and talented group of specialists
SQL and R are our technologies of choice for our Data Services team
About us | Ko wai mātou
At Waka Kotahi, the NZ Transport Agency, it all starts with our people. The organisation's performance and success depends on the people who choose to make this a great place to work and make a difference for Aotearoa. The Transport Agency has a strong future focus, understanding that new technologies and changing customer expectations mean the transport system we know today will not be the one we deliver in ten years time.
The Data Services team extracts and analyses data to create quality information to support understanding of, and inform fact based decision making across, the land transport system.
The opportunity | Te Whiwhinga mahi
The purpose of this role will be to focus on high quality and well researched, reasoned data and statistical analysis to provide high level advice, thought leadership, and strategic direction to positively influence the NZTA strategic objectives.
You will apply critical thinking to Transport Agency initiatives and plans, and identify opportunities to provide relevant statistical analysis activities to improve outcomes on all projects.
Your highly developed analytical skills will allow you to undertake complex analysis and interpretation of data contained in the Transport Agency databases, along with strong coding skills, and the ability to review, coach and mentor other analysts.
It is essential this role develops key relationships both externally and internally, to ensure the team is well positioned to be a key strategic partner, becoming an important influencer and trusted advisor.
About you | Ko koe tēnei

To be successful in this role, you will bring:
Significant experience in data science or statistical analysis working with complex data queries from multiple data bases
Proven experience in data manipulation and analysis, turning raw data into valuable and relevant intelligence and insights
Advanced level of computing skill including the use of SQL and R (or similar analytical tool).
Sound understanding of Government Open Data initiatives
Thorough understanding of the principals of the Official Information and Privacy Acts
Experience in mentoring and coaching other analysts
A relevant graduate qualification in the statistics, or similar discipline requiring the analysis of complex data is preferred
Should you have the interest and passion to succeed in this exciting opportunity, we would love to hear from you!
Applications close | Rā Katinga: Friday 28 February
Job description is either available as an attachment below or can be accessed through this link: https://careers.nzta.govt.nz/jobs/NZTA-1410229A
For further information, email: careers@nzta.govt.nz
To be considered for this position you must have a legal right to live and work in New Zealand.
NZ Transport Agency is an equal opportunity employer (EOE). At the Agency we recognise the importance of diversity and inclusion and are committed to providing a working environment that embraces these values. Please let us know if you need any support or have any access requirements that will help you through the recruitment process."
31,Project Portfolio Analyst,New Zealand Government,"Clandeboye, Canterbury","Work across a wide range of interesting regional and national projects
A role with real scope and opportunity to shape your future in Fonterra
Based at Clandeboye

Develop your project management and leadership skills, with this great team of project managers in the South Island. The South Island capital projects and engineering team covers Brightwater, Takaka, Darfield, Clandeboye, Studholme, Stirling and Edendale. This exciting role will work with project managers and asset owners across all sites.


Your Impact
Reporting to the Regional Engineering and Capital Projects Manager, this role is a pivotal cog in ensuring the successful planning and delivery of the regions projects and supporting NZM Engineering strategy. Whether you are a recent grad looking for the chance to make your mark, or an experienced engineer looking for a business who will offer further training and qualifications, this is for you.


This role will see you:
Lead the embedding of NZM Engineering strategy across the South Island (Cost and PMUN reduction and defect elimination)
Work closely with cross functional teams throughout South Island and NZ Manufacturing
Build capability of our asset owners in capital process and problem solving
Work with site stakeholders to ensure preparedness for projects and provide coaching as required
Supporting delivery of NZ Manufacturing Focus plants
Track and manage regional portfolio of capital, major maintenance & business improvement projects.
Provide recommendations and prioritisation of projects for inclusion in the regional projects
Build processes and procedures around standardised project documentation

About You
Key to your success in this role will be your people skills, analytical thinking, problem solving skills and your ability to learn on the fly and challenge the status quo. Ideally, you will have some exposure to or are looking to develop skills in leading change and influencing others.

You will also bring to the role:

An engaging and collaborative approach with people, able to present “gaps” in a way that is motivating for affected teams
Strong analytical skills and the ability to draw insights
Exceptional stakeholder engagement and management skills
Excellent planning and organisational skills with good attention to detail
Relevant tertiary qualifications
Strong systems skills in MS Office, ideally with MS Project and data visualisation systems

This role provides an excellent platform to develop your project management skills; including the chance to get formally trained in Project Management and Leadership skills. This is an opportunity not to be missed – Apply Today!"
32,Senior Finance Business Analyst,Westpac,"Wellington City, Wellington","Exciting newly created opportunity for a Senior Finance Business Analyst within the Provincial Development Unit
Bring your expert financial modelling and business analysis skills and experience, to compile analytical reports and identify relevant insights that highlight opportunities for improvement
Make recommendations that support the Finance Business Partnering team to develop initiatives and strategies to increase efficiency and productivity across MBIE
12 month fixed-term opportunity, Wellington based
About the role:
The Senior Finance Business Analyst reports to the Manager Finance Business Partnering – Provincial Development Unit within the Finance Business Partnering branch of F+P. The Senior Finance Business Analyst will support a customer-centric approach and work closely between multiple teams across F+P and the Business Groups to ensure that accurate, high quality, financial and non-financial information, is provided and clearly communicated, to influence and support the needs, goals and requirements of decision makers.
The Senior Finance Business Analyst will bring their expert financial modelling and business analysis skills and experience, to compile analytical reports and identify relevant insights that highlight inefficiencies and opportunities. They will make recommendations that support the Finance Business Partnering team to develop initiatives and strategies to increase efficiency and productivity across MBIE.
The Senior Finance Business Analyst will be located with the Provincial Development Unit who oversees the Provincial Growth Fund.

Skills and Experience:We are keen to hear from candidates with the following:
Experience in forecasting, budgeting and financial analysis combined with understanding of key performance indicators within large, complex and diverse organisations
Extensive experience undertaking in depth financial and business analysis using modelling techniques and systems to support and provide financial insights to key stakeholders
Proven experience in managing diverse stakeholder relationships to drive outcomes through recommendation of fresh initiatives for financial planning and business intelligence systems
Strong written and verbal communication skills with an ability to confidently convey complex financial information simply and concisely
Proven ability to develop trust and credibility with managers and staff
Significant experience coordinating the preparation of operating and capital budgets
High standards of professionalism and performance driven
Proven experience in working within culture of continuous improvement
Must have the legal right to live and work in New Zealand
Education and Professional Memberships

Tertiary qualification in accounting, business administration or management supported by at least 5 years relevant work experience
CAANZ Chartered Accountant qualification (or equivalent)
About the branch:
The Finance Business Partnering branch, which sits within F+P, works in partnership with business groups, supporting them to deliver their services effectively and efficiently, allowing the Ministry to achieve its outcomes. The Finance Business Partnering branch is the conduit between F+P and the business groups.

Why work for us:
MBIE is one of New Zealand's largest, most influential and most diverse public sector agencies. This means that we are able to offer significant opportunities for developing experience across a broad variety of areas.
We aim to create a culture where our people are empowered to bring fresh ideas and perspectives and to develop new approaches.
We also take the time to foster a work environment that is enjoyable for all. This means we like to collaborate, support and encourage our people, encourage excellence and innovation and take the time to have some fun and celebrate our successes.
The F+P is on a journey to become a genuinely outstanding function that is recognised as such by its stakeholders. In this role you will help guide our direction as we continue on that journey.

How to apply:
Click on the APPLY button below in order to be directed to our on-line careers website. You may view a position description at this site, as well as complete the on-line application, and upload a CV and cover letter. For tracking and evaluation purposes, all applications must be submitted via our on-line process.
Please e-mail Jo Smith at joanne.smith@mbie.govt.nz quoting reference MBIE/1449960 if you have any further questions.
Applications close at 5pm on Sunday 23rd February 2020."
33,Senior Finance Business Analyst,George Weston Foods,"Wellington City, Wellington","Exciting newly created opportunity for a Senior Finance Business Analyst within the Provincial Development Unit
Bring your expert financial modelling and business analysis skills and experience, to compile analytical reports and identify relevant insights that highlight opportunities for improvement
Make recommendations that support the Finance Business Partnering team to develop initiatives and strategies to increase efficiency and productivity across MBIE
12 month fixed-term opportunity, Wellington based
About the role:
The Senior Finance Business Analyst reports to the Manager Finance Business Partnering – Provincial Development Unit within the Finance Business Partnering branch of F+P. The Senior Finance Business Analyst will support a customer-centric approach and work closely between multiple teams across F+P and the Business Groups to ensure that accurate, high quality, financial and non-financial information, is provided and clearly communicated, to influence and support the needs, goals and requirements of decision makers.
The Senior Finance Business Analyst will bring their expert financial modelling and business analysis skills and experience, to compile analytical reports and identify relevant insights that highlight inefficiencies and opportunities. They will make recommendations that support the Finance Business Partnering team to develop initiatives and strategies to increase efficiency and productivity across MBIE.
The Senior Finance Business Analyst will be located with the Provincial Development Unit who oversees the Provincial Growth Fund.

Skills and Experience:We are keen to hear from candidates with the following:
Experience in forecasting, budgeting and financial analysis combined with understanding of key performance indicators within large, complex and diverse organisations
Extensive experience undertaking in depth financial and business analysis using modelling techniques and systems to support and provide financial insights to key stakeholders
Proven experience in managing diverse stakeholder relationships to drive outcomes through recommendation of fresh initiatives for financial planning and business intelligence systems
Strong written and verbal communication skills with an ability to confidently convey complex financial information simply and concisely
Proven ability to develop trust and credibility with managers and staff
Significant experience coordinating the preparation of operating and capital budgets
High standards of professionalism and performance driven
Proven experience in working within culture of continuous improvement
Must have the legal right to live and work in New Zealand
Education and Professional Memberships

Tertiary qualification in accounting, business administration or management supported by at least 5 years relevant work experience
CAANZ Chartered Accountant qualification (or equivalent)
About the branch:
The Finance Business Partnering branch, which sits within F+P, works in partnership with business groups, supporting them to deliver their services effectively and efficiently, allowing the Ministry to achieve its outcomes. The Finance Business Partnering branch is the conduit between F+P and the business groups.

Why work for us:
MBIE is one of New Zealand's largest, most influential and most diverse public sector agencies. This means that we are able to offer significant opportunities for developing experience across a broad variety of areas.
We aim to create a culture where our people are empowered to bring fresh ideas and perspectives and to develop new approaches.
We also take the time to foster a work environment that is enjoyable for all. This means we like to collaborate, support and encourage our people, encourage excellence and innovation and take the time to have some fun and celebrate our successes.
The F+P is on a journey to become a genuinely outstanding function that is recognised as such by its stakeholders. In this role you will help guide our direction as we continue on that journey.

How to apply:
Click on the APPLY button below in order to be directed to our on-line careers website. You may view a position description at this site, as well as complete the on-line application, and upload a CV and cover letter. For tracking and evaluation purposes, all applications must be submitted via our on-line process.
Please e-mail Jo Smith at joanne.smith@mbie.govt.nz quoting reference MBIE/1449960 if you have any further questions.
Applications close at 5pm on Sunday 23rd February 2020."
34,Senior Credit Analyst,NZ Transport Agency,"Hamilton, Waikato","Senior Credit Analyst - HAM00515

Senior Credit Analyst
Full time, Permanent Role
Based in Hamilton
A key role in our analyst team providing you the opportunity to become the subject matter expert on credit matters for your portfolio
Excellent opportunity for development and career advancement in banking
Modern, corporate office environment, competitive remuneration and flexible working options
The purpose of Westpac Commercial Banking is to support one of New Zealand’s most important assets – its businesses. We’re here to make New Zealand businesses stronger. We’re committed to delivering customer service excellence and innovation to help our business customers prosper and grow, now and into the future.

How will I help?
The Senior Credit Analyst is responsible for providing the best credit structure and financial solutions for our medium to large size business customers. Core responsibilities include credit analysis, building customer and industry insight and helping to secure growth in the Commercial portfolio. You will utilise your financial analysis, research and report writing skills to prepare credit submissions whilst supporting your relationship managers with portfolio activity.

You will build a thorough knowledge of Westpac's products and services helping to financially grow a better New Zealand by supporting business customers along the Westpac value chain from SME to Corporate and have exposure to a wide range of industries. Experience in this role provides a solid grounding for future career success whether your interests lie in relationship management, analysis in corporate/institutional or other specialist areas in banking.

What you will need to succeed:
Specific relevant industry knowledge and commercial understanding of New Zealand’s business and economic environment.
Strong financial analysis skills
Exceptional interpersonal and communication skills (both written and verbal)
Customer centric, a team-player who exhibits drive, resilience and high levels of personal integrity and professionalism
Tertiary qualification or comparable experience in a related field
What is in it for me?
As well as immersing yourself in a supportive team environment, you’ll be offered some of the best banking, wealth and insurance benefits in the market, gain access to a suite of online learning modules and career planning tools to grow with us, as well as our industry-leading superannuation programme and fantastic staff banking package.
What is it like to work there?
We're passionate about people and take pride in building teams that reflect the diversity in our communities. From day one, we’ll invest in your growth and empower you to take ownership of your on-going learning and development.

Let’s go!
Apply today with your CV and Cover Letter.
Job : Business Banking Analyst
Primary Location : WAI-Hamilton
Employee Status: Permanent
Schedule : Full-time
Posting Date : 12/02/2020, 6:27:39 PM
Closing Date : 23/02/2020, 4:59:00 AM"
35,Commercial Finance Analyst,Fonterra,"Ellerslie, Auckland","Tip Top is a business division of GWF with 4,000 employees across Australia and New Zealand. Tip Top® is New Zealand's well-known brand of quality bread and bakery products, producing a diverse range of wholesome sliced bread, gourmet bread, crumpets, bakery snacks and pies, as well as supplying leading quick service restaurants and the commercial food service channel. Iconic brands include Tip Top® Bread, Burgen, Ploughmans, Golden, and Big Ben.
About the Role:
This role is to provide commercial and analytical resource to Tip Top New Zealand Sales team across all products and channels, in which it is responsible for analysing financial data and providing meaningful commentary & insights to improve company’s performance and profitability.
The operational work would involve weekly and monthly reporting, pricing & trading terms, promotional activity as well as validation of the pricing mechanics. Analytical activity involves analysis of margins, new pricing promotions, reviews of performance & promotional effectiveness and other adhoc tasks requested by the Commercial Finance Manager or General Manager Sales.

Key responsibilities include, but not limited to:
Prepare and review regular weekly and monthly reports to the required stakeholders in a timely manner.
Together with the necessary partners undertake analysis of margins, new pricing promotions, reviews of performance & promotional effectiveness.
Collaborate across the business to achieve alignment and accurate budgets and forecasts.
Coaching the sales team to build financial acumen capability.
Promote and work to continuously improve processes on customer claims management to best practice.
Pricing maintenance – terms & contract pricing to be loaded accurately and reviewed on a regular basis.

About You:
Tertiary qualification, preferably majors in Business or Finance.
Professional accountancy qualification or working towards i.e. CA, CPA or equivalent.
2-3 years experience in areas such as Commercial Finance or Analytics. FMCG experience will be an advantage.
Strong system skills, Excel/SAP/BW/BI/Tableau
Excellent time management and organisation skills.
Proven analytical and problem solving skills.
Continuous improvement mind-set.

At GWF, we are passionate about our brands. We live by our values; Safe, Courageous, Trusting, Collaborative. We promote a culture of ownership, high performance and growth mind-set. If this opportunity sounds like your ideal role, we would like to hear from you.

If this sounds like you then apply now! Applications close on the 6th March 2020."
36,"Principal Analyst, Data Services",Robert Half New Zealand,"Wellington City, Wellington","Use data and statistical analysis to provide high level advice, thought leadership and strategic direction
Work with an experienced and talented group of specialists
SQL and R are our technologies of choice for our Data Services team
About us | Ko wai mātou
At Waka Kotahi, the NZ Transport Agency, it all starts with our people. The organisation's performance and success depends on the people who choose to make this a great place to work and make a difference for Aotearoa. The Transport Agency has a strong future focus, understanding that new technologies and changing customer expectations mean the transport system we know today will not be the one we deliver in ten years time.
The Data Services team extracts and analyses data to create quality information to support understanding of, and inform fact based decision making across, the land transport system.
The opportunity | Te Whiwhinga mahi
The purpose of this role will be to focus on high quality and well researched, reasoned data and statistical analysis to provide high level advice, thought leadership, and strategic direction to positively influence the NZTA strategic objectives.
You will apply critical thinking to Transport Agency initiatives and plans, and identify opportunities to provide relevant statistical analysis activities to improve outcomes on all projects.
Your highly developed analytical skills will allow you to undertake complex analysis and interpretation of data contained in the Transport Agency databases, along with strong coding skills, and the ability to review, coach and mentor other analysts.
It is essential this role develops key relationships both externally and internally, to ensure the team is well positioned to be a key strategic partner, becoming an important influencer and trusted advisor.
About you | Ko koe tēnei

To be successful in this role, you will bring:
Significant experience in data science or statistical analysis working with complex data queries from multiple data bases
Proven experience in data manipulation and analysis, turning raw data into valuable and relevant intelligence and insights
Advanced level of computing skill including the use of SQL and R (or similar analytical tool).
Sound understanding of Government Open Data initiatives
Thorough understanding of the principals of the Official Information and Privacy Acts
Experience in mentoring and coaching other analysts
A relevant graduate qualification in the statistics, or similar discipline requiring the analysis of complex data is preferred
Should you have the interest and passion to succeed in this exciting opportunity, we would love to hear from you!
Applications close | Rā Katinga: Friday 28 February
Job description is either available as an attachment below or can be accessed through this link: https://careers.nzta.govt.nz/jobs/NZTA-1410229A
For further information, email: careers@nzta.govt.nz
To be considered for this position you must have a legal right to live and work in New Zealand.
NZ Transport Agency is an equal opportunity employer (EOE). At the Agency we recognise the importance of diversity and inclusion and are committed to providing a working environment that embraces these values. Please let us know if you need any support or have any access requirements that will help you through the recruitment process."
37,Analytics and Visualisation Analyst,ANZ New Zealand,"Auckland City, Auckland","Take your passion for people analytics and data to a new level
Establish strong data process and sell the value of data

With a drive to deliver only the best people data, and clear business focused insights, this is the role for you! This is a great opportunity to use your passion for data quality to bring data to life in an effective, user friendly, clear way, while working in one of Fonterra’s supportive teams.

Your Purpose:
You will develop and deliver insights and solutions to the HR community and business leaders to drive people related business decisions.
In addition to developing a portfolio of insights reports and dashboards, this is an opportunity to enhance insights capability. You will monitor and manage data quality and support visualisation and analytics systems to deliver customer centric insights to the wider business.

Other key responsibilities include:
Create dashboards using tools such as Tableau, PowerBI and Excel
Work across Automation initiatives


What you will bring:
We’re looking for a bright, motivated analyst who’s unafraid to think outside the box and can deliver meaningful business accurate data in easy to read formats. You will have a strong background in data analytics, dashboard creation, data migration and cleansing.
With a focus on people data, a passion for people is key. If you have come from an HR analytics background, this is ideal but not necessary. Furthermore, you’ll be at ease interacting with a variety of stakeholders, and are able to communicate data in a simple, yet effective way.
Experience in the following tools is advantageous:
Alteryx, SAS and SQL
Tableau, PowerBI, SuccessFactors or similar

Ideally you will also have a qualification in BI, Systems or IT, Commerce or HR.
The Fonterra Story
As New Zealand’s largest business, and a world-leading dairy exporter, Fonterra’s high-quality dairy ingredients and branded dairy products are consumed in over 100 countries around the globe.
Apply today to be taken on this journey."
38,Commercial Analyst,Michael Page,"Mount Wellington, Auckland","The Company
My client is a large corporate organisation with turnover well in excess of $200M. Operating in the service based industry, this company provides a great service to many of us as individuals and has a well known brand. The culture of the company is great - work life balance is respected and this really is a place where people enjoy working.
The Role
The role of Commercial Analyst will report into the CFO where you will be responsible for assisting with the organisations top and bottom line growth through the following core activities:
Partner with BU Managers on capex and opex spend
Analyse variances to standard costs
Providing insights to key decision makers
Contribute to weekly and monthly management reports
Support systems and process improvement for both costing and operations reporting
Analysing and tracking key business initiatives
Budgets and forecasting at BU and national level
Modelling of key strategic initiatives
Assisting with business cases
This is a role where you will be focused operationally and be analytical minded. Strong modelling, analysis and stakeholder management is key.
Your Profile
You will possess superb communication skills, a great work ethic and a bright persona. You must have a can do attitude and a willingness to improve on things being done already. It is essential that you have proven experience at this level and strong modelling skills.
Apply Today
Please send your resume in Microsoft Word format by clicking on the apply button or for further information, contact Ronil Singh or Tanya Beets in our Auckland office on 09-915-6700.
Job Reference No:
06900-0011367769"
39,Manager Credit Risk,Fulton Hogan,"Mount Victoria, 6011","We are looking for an intuitive Credit Risk Manager
Be part of implementing to new legislative changes in FY20 & FY21 (CCCFA)
Career progressing Secondment opportunity


About The Role

In this role, you would have the opportunity to:
Provide leadership on risk strategy and responsible lending standards across the credit life cycle of the business banking portfolio
Lead in delivery, and engagement of stakeholder, of 3 initial Insurance /climate change deliverables
Oversee and lead the analytics and deliver strategic changes to improve delinquency trend, includes of insights for stakeholders
Deliver key analytics and narration in the delivery of PIR for new business scorecard card and in collaboration with Mortgages Credit Risk the PIR for the mortgage scorecard
Work closely with SME resources to build bench strength around all facets relating all type of residential property and all methods of valuations, including the delivery of an optimal framework to utilise property data.
Work closely with both internal and external stakeholders to ensure risk management activities are optimal
Mentor Analysts in the team
High exposure and high risk judgmental credit decisioning


Role Location: Wellington or Auckland
Role Type: 7 month Fixed Term Contract

About You

To grow and be successful in this role, you will ideally bring the following:
An understanding of the credit life cycle and the key drivers of profitability within retail and business products
Strong analytic and statistical skills and knowledge of SAS, SPSS and Strategy Manager
An ability to analysis and make decisions quickly and effectively
Relationship Management with stakeholders and tams to coach and mentor


About ANZ
Our purpose is to shape a world where people and communities thrive. That’s why we strive to create a balanced, sustainable economy in which everyone can take part and build a better life. By helping people make the most of what they have, we transform ideas, hard work and ambition into reality.

ANZ recognises the value of an inclusive and diverse work environment. We take pride in the diversity of our people and encourage applications from diverse candidates. Our recruitment decisions are based on the key inherent needs and requirements of each role, and candidates are selected based on their unique strengths and characteristics.

The ANZ values are the foundation of how we work and support our customers.

Integrity – We are honest and fair
Collaboration – We work together for the customer
Accountability – We take ownership and get things done
Respect – We care for all those we serve
Excellence – We challenge ourselves to be better

We work flexibly at ANZ. Talk to us about how this role could be flexible for you.

ANZ recognises the importance of flexible working, watch our Global Stories to see how ANZ aims to meet the needs of our customers and to attract and retain the best people in a changing world.

To find out more about working at ANZ or to view other opportunities visit anz.co.nz/careers

You may apply for this role by visiting ANZ Careers and search for the reference number NEW040211

Applications close Tuesday 3rd March."
