,Job_title,Company_name,Locations,Summary
22,AI Engineer,Spark New Zealand,"Auckland City, Auckland","We are looking for an AI Engineer to join the Qrious team.
AI engineering is one of the most exciting and dynamic areas of software engineering, covering the entire AI stack from deep learning, through to tool-building and system deployment.

How you will make an impact
You'll work closely with other engineers and data scientists to build end-to-end AI solutions and products, helping our customers to transform their businesses with AI.

You will go beyond just meeting a specification and use your creativity and technical expertise to create something that accelerates our development of AI and data science in Qrious. With support from our engineers, you'll be hands-on in implementing platform components as well as delivering value to Qrious and our customers.

What you'll bring with you
You'll balance big-picture vision and an enthusiasm for building new things with a methodical and systematic approach. You'll be comfortable working with people from a range of backgrounds, including engineers, scientists, and analysts, and be able to complement their strengths. The challenge of solving tough problems, building something from scratch and communicating deep concepts and outcomes will excite and energise you.

Ideally you will also:
Demonstrate a comprehensive understanding of deep learning, as well as the state of the art in other areas of machine learning;
Understand the AI toolchain and path to production;
Be able to think deeply and creatively about solving hard problems across the stack, for which there are few industry standards or design patterns;
Demonstrate a clear understanding of the subdisciplines of AI engineering, as well as best practices where they exist;
Hold yourself and others to high standards when working on customer and internal systems;
Be able to write technical design and architecture documentation for a variety of audiences;
Write high quality code. Python is our tool of choice, but we care much more about general development skills than knowledge of a particular language;
Take pride in delivering a project to its full completion, or delivering a product to market, and take ownership and responsibility for its success;
Experience working with AWS or other cloud providers is an advantage.
This is a fantastic opportunity to be a key player in an organisation making a real difference to New Zealand."
23,Support Desk Administrator - Application Support,ZAG Ltd,New Zealand,"This role lies smack-bang right in the thick of it all!
Hours are 10.30am - 7.30pm Monday -Friday, so you'll get a sleep-in every day, or a good workout at the gym if you prefer, and feel like you actually get to have a life outside of work (add to that the fact that finishing at 7.30pm means you'll likely get out of having to cook dinner and it's a definite win/win!!).
Zag is an innovative IT consultancy and we specialise in 5 key areas (SAP, Cloud (AWS, Azure, Google Cloud), Product Development, AI and Machine Learning and Spatial technologies. We're innovating all the time and expanding our footprint, This role sits mainly within our SAP practice and so we're looking for some who has experience in application support. It'd be wonderful if you have worked with SAP before, but we can teach you this as long as your application support skills are rock solid.
Our SAP Practice is filled with super talented Consultants who implement pretty grunty SAP solutions for our Customers (think HR and Finance applications, think eCommerce systems and Supply Chain software ...) after it’s implemented, we have a dedicated team of Support Consultants who maintain it, look after it and support it so our Customers can get on with their jobs.
But technology sometimes likes to throw a tantrum, and users of the system sometimes don't quite know how to figure it out - and that's where you come in....in this role you'll be absolutely pivotal to the success of our Support function. You'll be primary point for service desk operations and ultimately the one to ensure SLA's are met and incidents resolved in a timely manner. You'll receive, prioritise, and allocate customer tickets and be responsible for requesting additional resource from delivery teams when needed. You'll be required to escalate calls to the Service Delivery Manager or appropriate Business Line Manager when SLA's are at risk of not being met. You'll work with all of our Support Consultants and all our Support Customers both in NZ and AU and will ultimately coordinate the resolution of their system issues.
But you already know how this all works, because you're likely already working in an Application Support role. Maybe you've never had the chance to work with SAP? This could be your opportunity!! Or maybe you have worked with SAP before and you'd like to again...or maybe you're working with SAP now and want to further stretch yourself and work for the #1 SAP Consultancy in NZ.
Read further,,,,

Responsibility will fall to you to to ensure the integrity of the information created within the Zag ITSM system by carefully reviewing all tickets created, together with ensuring that customer collateral is valid and up to date. You will also have responsibility for the Support Desk 0800 number.

You will jointly administrate SAP Support Portal and SAP Partner Edge for Zag (don't worry if you don't know what these mean) with our Support Analyst (who is awesome!) and will be responsible for maintaining the ITSM internal systems operations. This includes (but is not limited to);
Assisting with implementation and deployment of the FreshService system
Ongoing monitoring of the systems ensuring it is operating smoothly
Troubleshooting any system issues or escalating to the technical team where necessary
Ongoing process improvement of both internal and external (customer related) processes
And if all that is not enough, you will also act as a back-up for our Support Analyst and be a proactive part of the wider Support Team.
Interested? Apply now...
Or know someone who could be? Send this ad on to them...
Oh, and I probably should mention that we have recently won the BEST ICT TEAM IN NEW ZEALAND Award!! Surely THAT alone is worth applying for!!"
24,GSE Technician,NZ Air Force,"Whenuapai, Auckland","About the role
As a GSE Technician you’ll be a member of the ground crew, responsible for maintaining the ground-based equipment required to support military air operations, including keeping a tented camp on overseas operations running. Your duties will include the routine maintenance and repair of a large range of specialist military equipment.
Job on base
VEHICLE MAINTENANCE
GSE Technicians are responsible for the repair and maintenance of all of the Air Force’s specialist vehicles. You’ll be involved in the daily maintenance, fault diagnosis and rectification of a wide range of vehicles, including military aircraft loaders, aircraft tractors, refuelling and airport crash/fire trucks.

GROUND SUPPORT EQUIPMENT
Aircraft ground support equipment encompasses all equipment required to carry out aircraft maintenance activities in support of military flying operations. This equipment typically includes ground power units, hydraulic machines, and lifting equipment.

REFUELLING EQUIPMENT
GSE Technicians maintain and repair all of the Air Force’s aviation refuelling equipment to international standards. This equipment includes deployable fuel installations that hold hundreds of thousands of litres of aviation fuel for refuelling military aircraft on operations.
Job on deployment
Our aircraft deploy overseas in remote locations and, when they do they need Ground Support Equipment to continue to operate. A deployed camp also needs equipment such as generators, electricity distribution, and water treatment equipment to function. As a GSE technician you will serve overseas to maintain this equipment on site. This is a crucial, hands-on role that supports military air operations, and provides great experiences at home and abroad.
I like getting to use my head and nutt things out. It’s quite rewarding to figure something out.

Specialist Training
As you gain qualifications and experience you’ll be given greater responsibilities for managing the maintenance of the equipment the GSE trade services. As a senior GSE Technician you’ll be required to perform military command and leadership duties as a team leader.
Team leaders are responsible for the personnel under their command, including the conduct of personnel performance reports, mentoring, personal development and maintaining discipline. With substantial trade knowledge and experience you will be required to help train, assess and develop junior GSE Technicians.
(12 weeks) Location: RNZAF Base Woodbourne
Upon successful enlistment into the Air Force you will be posted to RNZAF Base Woodbourne (near Blenheim) for your Recruit Course. Here you will do 12 weeks of basic military training to
Organisation and Administration
RNZAF Customs and Protocol
Drill and Parades
Military Field Skills and Weapon Training
First Aid, and Search and Rescue Techniques
Physical Fitness
Teamwork and Self Discipline
ENGINEERING FUNDAMENTALS COURSE
(17 weeks) Location: RNZAF Base Woodbourne
After Recruit Course you will attend this full-time course which includes:
Personal Qualities and Attitudinal Expectations in the Workplace
Workplace Safety
Engineering Trade Science and Administration
Engineering Tooling and Processes
Maintenance Practices
This course is a requirement for all technical trades in the RNZAF, and sets you up for your career as a technician in the military aviation industry.
PRIMARY TRADE TRAINING
On completion of the Engineering Foundation Course you will attend a short course to commence your skills in technical administration and the safe use of fuels, oils and lubricants. You will then start trade training of up to 12 months at Woodbourne before being posted to an operational base (Whenuapai or Ohakea). This takes the form of an apprenticeship towards the NZQA-accredited Level Four New Zealand Certificate in Automotive Engineering (NZCAE) under the Motor Industry Training Organisation (MITO) scheme. This takes around three and one half years to complete and includes:
Distance learning, where you learn the theory aspects of Automotive Engineering
On-the-job learning, where you learn by actually doing the work
Practical assessments, to check your competency to complete the work to aeronautical standards
Courses at tertiary institutions
As well as NZCAE, you'll also achieve all classes of driving licences required for the specialist vehicles you will maintain (up to and including Class 5), plus military driving permits (for military vehicles), and additional training targeted at specific aspects of maintaining aeronautical and military deployed support equipment.
POSTGRADUATE TRAINING
After graduating as a GSE Technician you will undertake postgraduate training in the maintenance of aeronautical ground support equipment, aviation refuelling equipment, and a wide range of field equipment. These are competency-based training packages carried out in the workplace, and includes the Air BP Aviation Fuel Training scheme, an internationally recognised qualification, water treatment systems, and camp wiring (generators, lights, etc).
There are a number of other postgraduate courses available that are undertaken on an as-required basis for career progression, or to meet other RNZAF requirements.
Salary and benefits
Careers in the Air Force are well-rewarded, as well as being diverse and exciting. As you become more experienced and move up through the ranks, gaining additional skills and qualifications, you will see your salary rise accordingly.
$39,781
Recruit
$60,196
Starting Salary
$90,707
Higher Rank
Benefits and allowances
There are many additional benefits to being in the Defence Force, that will make your money go further.

For example, on top of your basic salary you can expect ‘Military Factor’. This provides you with significant extra financial rewards because of the commitment you’ve made to serve your country.
Free medical and dental
Access to subsidised equipment on base
Subsidised food on base
Competitive superannuation, up to 4% with KiwiSaver
Sponsored tertiary study programmes at all levels
Entry requirements
You must be at least 17 years of age.
Meet the citizenship & security requirements to gain CV security clearance for this trade.
Restricted Class 1 Manual Drivers Licence essential, full Class 1 preferred.
You must have achieved NCEA level 1 with a minimum of 12 credits in level 1 Science.

You must be medically fit for service.
Colour perception restrictions may apply.
There are strict citizenship and security requirements to gain the required SV security clearance for this trade.

Your training is some of the most thorough and advanced in the world. On graduation as a GSE technician, you’ll be contractually obliged to spend another 24 months in the Air Force."
25,QA Engineer,Soul Machines,"Auckland City, Auckland","We are looking for a Quality Assurance (QA) engineer to develop and execute exploratory and automated and manual tests to ensure product quality. QA engineer responsibilities include designing and implementing tests, debugging and defining corrective actions. You will also review system requirements and track quality assurance metrics (e.g. defect densities and open defect counts.)

The QA engineer role plays an important part in our company's product development process. Our ideal candidate will be responsible for conducting tests before product launches to ensure software runs smoothly and meets client needs, while being cost-effective. If you hold an engineering background and enjoy providing end-to-end solutions to software quality problems, we'd like to meet you.

Ultimately, you should monitor all stages of software development to identify and resolve system malfunctions to meet quality standards.

Key Responsibilities:
Review requirements, specifications and technical design documents to provide timely and meaningful feedback
Create detailed, comprehensive and well-structured test plans and test cases
Estimate, prioritize, plan and coordinate testing activities
Design, develop and execute automation scripts using open source tools
Identify, record, document thoroughly and track bugs
Perform thorough regression testing when bugs are resolved
Develop and apply testing processes for new and existing products to meet client needs
Liaise with internal teams (e.g. developers and product managers) to identify system requirements
Monitor debugging process results
Investigate the causes of non-conforming software and train users to implement solutions
Track quality assurance metrics, like defect densities and open defect counts
Stay up-to-date with new testing tools and test strategies
Essential skills:
Strong knowledge of software QA methodologies, tools and processes
Previous commercial experience as a QA Engineer
Experience in writing clear, concise and comprehensive test plans and test cases
Hands-on experience with both white box and black box testing
Hands-on experience with automated testing tools
Experience working in an Agile/Scrum development process
Experience with performance and/or security testing is a plus
BS/MS degree in Computer Science, Engineering or a related subject
Desired skills:
Previous experience with Machine Learning or AI technologies
Benefits

Competitive salary
Flexible working
Monthly massage
Latest tools and tech
Fresh fruit delivery
Birthday day off
Harbour views"
26,Precaster,HEB Construction,"Te Puke, Bay of Plenty","Calling all physically fit, reliable team players to join our thriving Precast Division based in sunny Tauranga! We're not necessarily looking for individuals who have a great deal of experience; more importantly, we're looking to welcome on board persons who genuinely take pride in a job well done versus somebody who just goes through the motions. You would be open to learning and growing within our Company - and boy, do we opportunities for growth and development with all the work we have going on around the country - not to mention projects we've won that will be starting up in the very near future. Your attitude defines you as an individual ... and if you own a positive can-do attitude, here's your opportunity to earn your wings!
HEB Construction (HEB) is a New Zealand civil construction contractor with its Head Office in Auckland and permanent regional bases in Hamilton, Tauranga, Blenheim and Christchurch. We provide road construction & maintenance, bituminous surfacing, earthworks, drainage, water & waste water, landscaping, bridge construction, piling, marina & wharf construction, precast & pre-stressed concrete and structural steel services to key clients. So there you have it - opportunities to grow within are aplenty!
As a Precaster, your range of work would include but not be limited to:
Steel fixing
Gantry crane works
Concrete Works
General Works
Formwork
Reinforcing
Machine operations (that you are trained on and competent to use)
Health & Safety care
Environmental care
Security of work site and machinery
Any other duties required from time to time
Ideally you would bring the following qualifications and experiences:
Practical experience in the construction industry
Full, clean Class 1 driver licence is preferred but not essential
W, T & R endorsements would be advantageous
Don't hesitate! If this sounds like you, click on 'apply' NOW and follow our online registration process. If you want to be part of the HEB family who celebrate success, promote innovation and encourage personal growth, look no further."
27,Experienced Site Labourers,Pavecraft Company (2015) Limited,"Silverdale, Auckland","We are looking for general labourers for Commercial and Domestic Paving, Concrete, Hard Landscaping or Siteworks Projects.Whilst experience in Groundwork, Concrete & Paving are an advantage, in-housetraining and the possibility of advancement within the company existsfor the right person.We are offering you huge potential to grow within the company with assistance in groundworks, kerbing, drainlaying, building retaining walls, setting out levels, paving, compacting bases, mixing bases, cutting or laying pavers.Assisting with boxing, formwork and strength reinforcing for concrete preparation.Learning new equipment associated with hard landscaping and site works under supervision. Applicants should: Have at least 2 - 3 years experience on construction sites, concrete, paving or site works is preferred but not essential.Be reliable and diligent.Have a full NZ driving license and get to site if required.Be able to pass a drug test.Have good communication and team working skills.Be health and safety conscious and qualify for a site safe passport.Demonstrate quality workmanship and be willing to learn.Be physically fit, motivated and willing to work outside regardless of weather conditions.Having your class 2 license or Machine Operator experience is an added advantage but not essential. Pay rate negotiable based on experience, skills and qualifications. On top of your wage you will get holiday, sick pay, PPE gear, in house training, and access to operate company vehicles and machines, depending on experience.

So don’t wait to take advantage of this opportunity, click on the apply button and send us your CV today. Applicants for this position should have NZ residency or a valid NZ work visa"
28,Maintenance Engineer,Thermo Fisher - APAC,"Auckland City, 1010","About New Zealand
Over 350 employees bring a wide variety of skills and expertise to deliver world-class science products and solutions. Our manufacturing and distribution sites in Auckland and Christchurch (and satellite sites scattered across the country) cover a vast product portfolio, including lab equipment and chemicals, life sciences, diagnostics, microbiology and analytical instruments. We deliver science solutions to a wide range of key markets such as academia and research; diagnostics and healthcare; environmental; food, dairy and beverage; industrial process; life sciences; pharmaceutical and biopharmaceutical.

How will you make an impact?
From the ownership for maintenance activities both planned and unplanned, utilizing operational excellence and continuous improvement tools to improve equipment reliability and enable maximum utilization to ensure delivery to customers.

What will you do?
This is a hands on role involving daily attendance to shop floor repairs and maintenance.
Organize and implement preventative maintenance plans, coordinate workload of required tasks and maintain records to ensure maintenance is completed according to plan.
Complete planned and unplanned maintenance activities
Communicate openly with departments on all maintenance issues keeping departments aware of plant and equipment condition and availability.
Liaise with maintenance contractors when required and ensure work carried out by contractors is completed safely and efficiently and in accordance with regulatory requirements.
Actively participate in EHS system by adhering to policies and procedures and reporting hazards to ensure a safe and healthy workplace environment.
Lead by example. Set and expect high standards of performance and behaviour in line with the company’s 4I values.
Apply Practical Process Improvement (PPI) tools and techniques to achieve continuous improvement & contribute to company PPI initiatives.
Review, edit and create maintenance documentation including standard operating procedures (SOP’s).
How will you get here?
Education
Qualified mechanical or electrical engineer with minimum 10 years experience in plastics industry or related manufacturing environment.
Experience
Electrical/mechanical/hydraulic experience in fault finding and manufacturing plant and equipment.
Repair of injection molding machines desirable.
Knowledge, Skills, Abilities
Proficient in Microsoft applications including Microsoft office.
Knowledge of PLC systems.
Organizational skills with an ability to prioritize, manage time effectively and meet agreed deadlines.
Effective interpersonal, communication and listening skills.
Ability to work within a dynamic, fast pace environment.
Proven skills in developing and motivating others.
Strong problem solving skills.
Customer focused.
The ability to create and foster meaningful and beneficial relationships with colleagues and suppliers.
What will put you ahead of the competition?
Proven results in plant maintenance role.
Strong track record in Health and Safety.
Experience in driving continuous improvement.
What’s in it for you?
Work in a collegial, customer focused and motivated team.
Work within a strong culture of process improvement and lots of great tools.
Embedded quality system.
Ongoing learning and development opportunities on the job and through our own on-line Thermo Fisher University."
29,Maintenance Engineer,Thermo Fisher - APAC,"Auckland City, 1010","About New Zealand
Over 350 employees bring a wide variety of skills and expertise to deliver world-class science products and solutions. Our manufacturing and distribution sites in Auckland and Christchurch (and satellite sites scattered across the country) cover a vast product portfolio, including lab equipment and chemicals, life sciences, diagnostics, microbiology and analytical instruments. We deliver science solutions to a wide range of key markets such as academia and research; diagnostics and healthcare; environmental; food, dairy and beverage; industrial process; life sciences; pharmaceutical and biopharmaceutical.

How will you make an impact?
From the ownership for maintenance activities both planned and unplanned, utilizing operational excellence and continuous improvement tools to improve equipment reliability and enable maximum utilization to ensure delivery to customers.

What will you do?
This is a hands on role involving daily attendance to shop floor repairs and maintenance.
Organize and implement preventative maintenance plans, coordinate workload of required tasks and maintain records to ensure maintenance is completed according to plan.
Complete planned and unplanned maintenance activities
Communicate openly with departments on all maintenance issues keeping departments aware of plant and equipment condition and availability.
Liaise with maintenance contractors when required and ensure work carried out by contractors is completed safely and efficiently and in accordance with regulatory requirements.
Actively participate in EHS system by adhering to policies and procedures and reporting hazards to ensure a safe and healthy workplace environment.
Lead by example. Set and expect high standards of performance and behaviour in line with the company’s 4I values.
Apply Practical Process Improvement (PPI) tools and techniques to achieve continuous improvement & contribute to company PPI initiatives.
Review, edit and create maintenance documentation including standard operating procedures (SOP’s).
How will you get here?
Education
Qualified mechanical or electrical engineer with minimum 10 years experience in plastics industry or related manufacturing environment.
Experience
Electrical/mechanical/hydraulic experience in fault finding and manufacturing plant and equipment.
Repair of injection molding machines desirable.
Knowledge, Skills, Abilities
Proficient in Microsoft applications including Microsoft office.
Knowledge of PLC systems.
Organizational skills with an ability to prioritize, manage time effectively and meet agreed deadlines.
Effective interpersonal, communication and listening skills.
Ability to work within a dynamic, fast pace environment.
Proven skills in developing and motivating others.
Strong problem solving skills.
Customer focused.
The ability to create and foster meaningful and beneficial relationships with colleagues and suppliers.
What will put you ahead of the competition?
Proven results in plant maintenance role.
Strong track record in Health and Safety.
Experience in driving continuous improvement.
What’s in it for you?
Work in a collegial, customer focused and motivated team.
Work within a strong culture of process improvement and lots of great tools.
Embedded quality system.
Ongoing learning and development opportunities on the job and through our own on-line Thermo Fisher University."
30,Storesperson Assistant,Greenlight Recruitment,"Christchurch City, Canterbury","ABOUT THE COMPANY As the leading supplier of industrial and safety products and services in Australia, New Zealand and Indonesia, it is important that they employ the most talented people to support their operations. ABOUT THE ROLE Your role will be working closely with your team and manager to ensure orders are ready for dispatch. This involves checking and picking orders, using a wave machine when needing to get something from the higher shelves (training given), stock taking and learning the various 3000+ products they store. FOR YOUTemp to Perm OpportunityImmediate start for the right personGreat Career OpportunitiesPositive, happy team environment Weekends off Full training given LOOKING FORGood accuracy and numeracy skills Good written and verbal communication skillsOSH certificate – advantage not mandatoryPass a pre-employment drug testReliable transportSOUND LIKE YOU?Apply via the link to Louise KaratauaNOT QUITE YOU?

Always wondered why you hear about your dream job after its gone? Over 50% of our freight & logistics roles are filled without being advertised - if you're in the industry make sure you're registered with us so you don't miss out on these opportunities."
31,Experienced Site Labourers,Pavecraft Company (2015) Limited,"Silverdale, Auckland","We are looking for general labourers for Commercial and Domestic Paving, Concrete, Hard Landscaping or Siteworks Projects.Whilst experience in Groundwork, Concrete & Paving are an advantage, in-housetraining and the possibility of advancement within the company existsfor the right person.We are offering you huge potential to grow within the company with assistance in groundworks, kerbing, drainlaying, building retaining walls, setting out levels, paving, compacting bases, mixing bases, cutting or laying pavers.Assisting with boxing, formwork and strength reinforcing for concrete preparation.Learning new equipment associated with hard landscaping and site works under supervision. Applicants should: Have at least 2 - 3 years experience on construction sites, concrete, paving or site works is preferred but not essential.Be reliable and diligent.Have a full NZ driving license and get to site if required.Be able to pass a drug test.Have good communication and team working skills.Be health and safety conscious and qualify for a site safe passport.Demonstrate quality workmanship and be willing to learn.Be physically fit, motivated and willing to work outside regardless of weather conditions.Having your class 2 license or Machine Operator experience is an added advantage but not essential. Pay rate negotiable based on experience, skills and qualifications. On top of your wage you will get holiday, sick pay, PPE gear, in house training, and access to operate company vehicles and machines, depending on experience.

So don’t wait to take advantage of this opportunity, click on the apply button and send us your CV today. Applicants for this position should have NZ residency or a valid NZ work visa"
32,Mobile Engineer | Android,Soul Machines,"Auckland City, Auckland","Soul Machines is changing the face of human computer interaction, and we need more skilled engineers to join the team. We're a hugely diverse team of researchers, engineers, artists and more. With staff from all around the globe we welcome applications from anyone who believe they can add value.

We are looking for a creative Mobile developer to join our Product Engineering team. You will be working with our product team to develop and maintain high quality mobile application sdk's.

If you're passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you. As a Mobile developer, you'll collaborate with internal teams to develop functional sample mobile applications, while working in a fast-paced environment.

Ultimately, you should be able to design and build the next generation of AI based user interfaces for mobile.

Key Responsibilities:
Support the entire application lifecycle (concept, design, test, release and support)
Produce fully functional mobile applications writing clean code
Gather specific requirements and suggest solutions
Write unit and UI tests to identify malfunctions
Troubleshoot and debug to optimize performance
Design interfaces to improve user experience
Liaise with Product development team to plan new features
Ensure new and legacy applications meet quality standards
Research and suggest new mobile products, applications and protocols
Stay up-to-date with new technology trends
Essential skills & Qualifications:
Proven work experience as a Mobile developer
Demonstrable portfolio of released applications on the Android market
Practical knowledge and understanding of native Android development
Android SDK
Strong Java & Kotlin programming background.
Experience with third-party libraries and APIs
Familiarity with OOP design principles
Excellent analytical skills with a good problem-solving attitude
Ability to perform in a team environment
BSc degree in Computer Science or relevant field
Desired skills:
C/C++ to implement language native bindings from the SDK into Java/Objective-C
Previous experience with software engineering related to Artificial Intelligence and Machine Learning
Experience using a micro service API based architecture
Benefits

Competitive salary
Flexible working
Monthly massage
Latest tools and tech
Fresh fruit delivery
Birthday day off
Harbour views"
33,GSE Technician,NZ Air Force,"Whenuapai, Auckland","About the role
As a GSE Technician you’ll be a member of the ground crew, responsible for maintaining the ground-based equipment required to support military air operations, including keeping a tented camp on overseas operations running. Your duties will include the routine maintenance and repair of a large range of specialist military equipment.
Job on base
VEHICLE MAINTENANCE
GSE Technicians are responsible for the repair and maintenance of all of the Air Force’s specialist vehicles. You’ll be involved in the daily maintenance, fault diagnosis and rectification of a wide range of vehicles, including military aircraft loaders, aircraft tractors, refuelling and airport crash/fire trucks.

GROUND SUPPORT EQUIPMENT
Aircraft ground support equipment encompasses all equipment required to carry out aircraft maintenance activities in support of military flying operations. This equipment typically includes ground power units, hydraulic machines, and lifting equipment.

REFUELLING EQUIPMENT
GSE Technicians maintain and repair all of the Air Force’s aviation refuelling equipment to international standards. This equipment includes deployable fuel installations that hold hundreds of thousands of litres of aviation fuel for refuelling military aircraft on operations.
Job on deployment
Our aircraft deploy overseas in remote locations and, when they do they need Ground Support Equipment to continue to operate. A deployed camp also needs equipment such as generators, electricity distribution, and water treatment equipment to function. As a GSE technician you will serve overseas to maintain this equipment on site. This is a crucial, hands-on role that supports military air operations, and provides great experiences at home and abroad.
I like getting to use my head and nutt things out. It’s quite rewarding to figure something out.

Specialist Training
As you gain qualifications and experience you’ll be given greater responsibilities for managing the maintenance of the equipment the GSE trade services. As a senior GSE Technician you’ll be required to perform military command and leadership duties as a team leader.
Team leaders are responsible for the personnel under their command, including the conduct of personnel performance reports, mentoring, personal development and maintaining discipline. With substantial trade knowledge and experience you will be required to help train, assess and develop junior GSE Technicians.
(12 weeks) Location: RNZAF Base Woodbourne
Upon successful enlistment into the Air Force you will be posted to RNZAF Base Woodbourne (near Blenheim) for your Recruit Course. Here you will do 12 weeks of basic military training to
Organisation and Administration
RNZAF Customs and Protocol
Drill and Parades
Military Field Skills and Weapon Training
First Aid, and Search and Rescue Techniques
Physical Fitness
Teamwork and Self Discipline
ENGINEERING FUNDAMENTALS COURSE
(17 weeks) Location: RNZAF Base Woodbourne
After Recruit Course you will attend this full-time course which includes:
Personal Qualities and Attitudinal Expectations in the Workplace
Workplace Safety
Engineering Trade Science and Administration
Engineering Tooling and Processes
Maintenance Practices
This course is a requirement for all technical trades in the RNZAF, and sets you up for your career as a technician in the military aviation industry.
PRIMARY TRADE TRAINING
On completion of the Engineering Foundation Course you will attend a short course to commence your skills in technical administration and the safe use of fuels, oils and lubricants. You will then start trade training of up to 12 months at Woodbourne before being posted to an operational base (Whenuapai or Ohakea). This takes the form of an apprenticeship towards the NZQA-accredited Level Four New Zealand Certificate in Automotive Engineering (NZCAE) under the Motor Industry Training Organisation (MITO) scheme. This takes around three and one half years to complete and includes:
Distance learning, where you learn the theory aspects of Automotive Engineering
On-the-job learning, where you learn by actually doing the work
Practical assessments, to check your competency to complete the work to aeronautical standards
Courses at tertiary institutions
As well as NZCAE, you'll also achieve all classes of driving licences required for the specialist vehicles you will maintain (up to and including Class 5), plus military driving permits (for military vehicles), and additional training targeted at specific aspects of maintaining aeronautical and military deployed support equipment.
POSTGRADUATE TRAINING
After graduating as a GSE Technician you will undertake postgraduate training in the maintenance of aeronautical ground support equipment, aviation refuelling equipment, and a wide range of field equipment. These are competency-based training packages carried out in the workplace, and includes the Air BP Aviation Fuel Training scheme, an internationally recognised qualification, water treatment systems, and camp wiring (generators, lights, etc).
There are a number of other postgraduate courses available that are undertaken on an as-required basis for career progression, or to meet other RNZAF requirements.
Salary and benefits
Careers in the Air Force are well-rewarded, as well as being diverse and exciting. As you become more experienced and move up through the ranks, gaining additional skills and qualifications, you will see your salary rise accordingly.
$39,781
Recruit
$60,196
Starting Salary
$90,707
Higher Rank
Benefits and allowances
There are many additional benefits to being in the Defence Force, that will make your money go further.

For example, on top of your basic salary you can expect ‘Military Factor’. This provides you with significant extra financial rewards because of the commitment you’ve made to serve your country.
Free medical and dental
Access to subsidised equipment on base
Subsidised food on base
Competitive superannuation, up to 4% with KiwiSaver
Sponsored tertiary study programmes at all levels
Entry requirements
You must be at least 17 years of age.
Meet the citizenship & security requirements to gain CV security clearance for this trade.
Restricted Class 1 Manual Drivers Licence essential, full Class 1 preferred.
You must have achieved NCEA level 1 with a minimum of 12 credits in level 1 Science.

You must be medically fit for service.
Colour perception restrictions may apply.
There are strict citizenship and security requirements to gain the required SV security clearance for this trade.

Your training is some of the most thorough and advanced in the world. On graduation as a GSE technician, you’ll be contractually obliged to spend another 24 months in the Air Force."
34,Junior Software Engineer,ezyVet,"Epsom, 1023","What is this opportunity all about?
Recently we have seen a lot of internal growth within our development team which means we have an opportunity for a Junior Full Stack Engineer to join ezyVet! With a connection to technology and a passion for quality you will deliver beautifully crafted code that other developers love to maintain, reuse, and extend. This role and mission will be no mean feat so you will need plenty of gas in the tank and a great drive to get the outcomes the platform needs to be successful.
Your duties will include:
Smashing bugs smash smash smash!
Designing elegant code
Refactoring, refactoring, and more refactoring
Developing next-level features
Building new integrations
Maintaining our environment that is being constantly modified to keep up with the massive sales growth we are experiencing
However, you will have a variety of responsibilities which mean you'll continuously be learning and challenging yourself to be two steps ahead of the game.
Essentials:
Software development is an interest and not just a job — proven development success outside of university
A good understanding of OOP
University degree is not essential but preferred for this role
Experience in:
PHP, MySQL, JavaScript, React? or nah?>
APIs and Integrations — REST, JSON, SOAP, XML
Amazon Web Services
MVC
Extra programming languages — Java, C#, C++, Python
Unit testing
Git, Jira, Vagrant
Perks of the job:
Laptop provided that is yours to use freely
Monday café breakfasts for early-birds
Free healthy lunch Monday to Thursday
A barista-quality coffee machine
Get to work in an exciting ever-changing environment that's winning on a global scale
An opportunity to dive and progress your career like nowhere else; we are here to support you and you are your only obstacle
About ezyVet:
With a little kiwi ingenuity and a lot of passion, ezyVet came into existence. A cloud-based, feature-rich software solution for veterinary practices all around the world, ezyVet is quietly disrupting the global veterinary industry. With customers in over 20 countries and 120+ staff across offices in London, Dallas, and Auckland, there's no better time than now to join the ezyVet journey."
35,Precaster,HEB Construction,"Te Puke, Bay of Plenty","Calling all physically fit, reliable team players to join our thriving Precast Division based in sunny Tauranga! We're not necessarily looking for individuals who have a great deal of experience; more importantly, we're looking to welcome on board persons who genuinely take pride in a job well done versus somebody who just goes through the motions. You would be open to learning and growing within our Company - and boy, do we opportunities for growth and development with all the work we have going on around the country - not to mention projects we've won that will be starting up in the very near future. Your attitude defines you as an individual ... and if you own a positive can-do attitude, here's your opportunity to earn your wings!
HEB Construction (HEB) is a New Zealand civil construction contractor with its Head Office in Auckland and permanent regional bases in Hamilton, Tauranga, Blenheim and Christchurch. We provide road construction & maintenance, bituminous surfacing, earthworks, drainage, water & waste water, landscaping, bridge construction, piling, marina & wharf construction, precast & pre-stressed concrete and structural steel services to key clients. So there you have it - opportunities to grow within are aplenty!
As a Precaster, your range of work would include but not be limited to:
Steel fixing
Gantry crane works
Concrete Works
General Works
Formwork
Reinforcing
Machine operations (that you are trained on and competent to use)
Health & Safety care
Environmental care
Security of work site and machinery
Any other duties required from time to time
Ideally you would bring the following qualifications and experiences:
Practical experience in the construction industry
Full, clean Class 1 driver licence is preferred but not essential
W, T & R endorsements would be advantageous
Don't hesitate! If this sounds like you, click on 'apply' NOW and follow our online registration process. If you want to be part of the HEB family who celebrate success, promote innovation and encourage personal growth, look no further."
